societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad
Afriquia Gaz,Pétrole et Gaz,2008,consolides,1448726000.0,,17548000.0,,,1607306000.0,26787000.0,,,69.0,2677192000.0,,,6,AfriquiaGaz,1.0,alias vérifié,121234203.0,provisoire_un_seul_type_disponible,,
Afriquia Gaz,Pétrole et Gaz,2009,consolides,1495822000.0,,,-188608000.0,,1893551000.0,140143000.0,35063000.0,,83.0,2839162000.0,,15290000.0,8,AfriquiaGaz,1.0,alias vérifié,117648296.0,provisoire_un_seul_type_disponible,,
Afriquia Gaz,Pétrole et Gaz,2010,sociaux,,,,,,,,,,329345406.55,,,,1,AfriquiaGaz,1.0,alias vérifié,133259096.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2011,sociaux,,,,,,,,494894393.41,,350057497.26,,,,2,AfriquiaGaz,1.0,alias vérifié,144553830.0,vérifié_par_rcai_moins_resultat_net,0.001958205811634571,144836896.15
Afriquia Gaz,Pétrole et Gaz,2012,sociaux,,,,,,,,547846056.26,,385155758.26,,,,2,AfriquiaGaz,1.0,alias vérifié,162690298.0,vérifié_par_rcai_moins_resultat_net,0.0,162690298.0
Afriquia Gaz,Pétrole et Gaz,2013,sociaux,,,,,,,,535159586.01,,383395438.01,,,,2,AfriquiaGaz,1.0,alias vérifié,151764148.0,vérifié_par_rcai_moins_resultat_net,0.0,151764148.0
Afriquia Gaz,Pétrole et Gaz,2014,sociaux,,,,,,,,539905558.73,,385332209.13,,,,2,AfriquiaGaz,1.0,alias vérifié,154459416.0,vérifié_par_rcai_moins_resultat_net,0.000737628064060684,154573349.6
Afriquia Gaz,Pétrole et Gaz,2015,consolides,2116880000.0,,90826000.0,-233639000.0,,2682484000.0,,,,420617404771.0,3695298000.0,,2438128000.0,7,AfriquiaGaz,1.0,alias vérifié,159020793.0,provisoire_un_seul_type_disponible,,
Afriquia Gaz,Pétrole et Gaz,2016,consolides,2234643000.0,,81567000.0,,,2933582000.0,32079000.0,,,478702420617.0,4037359000.0,,,6,AfriquiaGaz,1.0,alias vérifié,192889583.0,provisoire_un_seul_type_disponible,,
Afriquia Gaz,Pétrole et Gaz,2017,consolides,2447284000.0,,620559000.0,1062276000.0,,2962974000.0,140245000.0,,,,4062669000.0,,,6,AfriquiaGaz,1.0,alias vérifié,243299842.0,provisoire_un_seul_type_disponible,,
Afriquia Gaz,Pétrole et Gaz,2018,sociaux,,,,,,,,867573867.95,,619008571.95,,,,2,AfriquiaGaz,1.0,alias vérifié,248565296.0,vérifié_par_rcai_moins_resultat_net,0.0,248565296.0
Afriquia Gaz,Pétrole et Gaz,2019,sociaux,,,,,,,,,,11993000.0,,,,1,AfriquiaGaz,1.0,alias vérifié,271711766.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2020,sociaux,,33703000.0,,,,,,,,,,,,1,AfriquiaGaz,1.0,alias vérifié,241424351.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2021,sociaux,,26592000.0,95160000.0,,,,,,,11993000.0,,,,3,AfriquiaGaz,1.0,alias vérifié,262963957.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2022,sociaux,,33166000.0,,,,,,,,1881000.0,,,,2,AfriquiaGaz,1.0,alias vérifié,255317352.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2023,sociaux,3216094000.0,33538000.0,4545000.0,,,,-25906000.0,,,6434000.0,9403169000.0,,,6,AfriquiaGaz,1.0,alias vérifié,240514004.0,vérifié_par_impôt_du_pdf,,
Afriquia Gaz,Pétrole et Gaz,2025,sociaux,,35389000.0,,,,,,,897000.0,3080000.0,,,,3,Afriquia Gaz,1.0,contrôle ciblé rapport 2025,336655512.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2020,sociaux,404327023.65,908700000.0,,77500000.0,,,,,,,,,,3,Alimunum du Maroc,1.0,alias vérifié,10621905.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2021,sociaux,406573328.92,848900000.0,,73200000.0,,,,,,58400000.0,,,,4,Alimunum du Maroc,1.0,alias vérifié,24615102.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2022,sociaux,,,,77500000.0,,,,,6400000.0,57400000.0,,,,3,Alimunum du Maroc,1.0,alias vérifié,10564120.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2023,sociaux,,1046500000.0,,60300000.0,,,,,9100000.0,60100000.0,,,,4,Alimunum du Maroc,1.0,alias vérifié,14258640.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2024,sociaux,,752500000.0,,43200000.0,,,,,6400000.0,32500000.0,,,,4,Alimunum du Maroc,1.0,alias vérifié,19905750.0,vérifié_par_impôt_du_pdf,,
Aluminium du Maroc,Bâtiment et matériaux de construction,2025,consolides,46595400.0,,,,,,,,,71539.0,,,,2,Alimunum du Maroc,1.0,alias vérifié,25251911.0,provisoire_un_seul_type_disponible,,
Atlanta,Sociétés d'assurances,2009,sociaux,,,,,,,,,,142466937.54,,,,1,Atlanta,1.0,nom normalisé,5842593.0,provisoire_un_seul_type_disponible,,
Atlanta,Sociétés d'assurances,2010,sociaux,,,,,,,,265047603.46,,185720734.46,,,,2,Atlanta,1.0,nom normalisé,79326869.0,provisoire_un_seul_type_disponible,,
Atlanta,Sociétés d'assurances,2013,sociaux,,,,,,65162016.5,,,,101099290.03,,,,2,Atlanta,1.0,nom normalisé,29392569.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2014,sociaux,1103130020.81,,5058686.53,,,79146443.97,,,,101099290.03,,,,4,Atlanta,1.0,nom normalisé,21555551.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2015,sociaux,1144082215.83,,5536226.37,,,81948911.2,,,,,,,,3,Atlanta,1.0,nom normalisé,13283615.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2016,sociaux,,,,,,72888215.56,,173778827.83,,-1.0,,,,3,Atlanta,1.0,nom normalisé,13148384.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2017,consolides,1545819000.0,,8177000.0,,,32400000.0,5338000.0,-26870000.0,,,,,,5,Atlanta,1.0,nom normalisé,65020000.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2020,sociaux,,22100000.0,,,,,,,,,,,,1,Atlanta,1.0,nom normalisé,35166690.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2021,sociaux,,22100000.0,,,,,,,,,,,,1,Atlanta,1.0,nom normalisé,167249000.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2024,sociaux,,29600000.0,,,,,,,,,,,,1,Atlanta,1.0,nom normalisé,54913464.0,vérifié_par_impôt_du_pdf,,
Atlanta,Sociétés d'assurances,2025,sociaux,,24100000.0,,,,,,,,,,,,1,Atlanta,1.0,nom normalisé,40561252.0,provisoire_un_seul_type_disponible,,
Attijari wafa bank,Banques,2007,sociaux,15010503000.0,,,,,,,,,110.87,,,,2,Attijari wafa bank,1.0,nom normalisé,818345000.0,provisoire_un_seul_type_disponible,,
Attijari wafa bank,Banques,2008,sociaux,16236524000.0,,,,,,,,,122.16,,,,2,Attijari wafa bank,1.0,nom normalisé,1046936000.0,provisoire_un_seul_type_disponible,,
Attijari wafa bank,Banques,2012,sociaux,25213767000.0,,,,,,,4819712000.0,,11333764000.0,,,,3,Attijari wafa bank,1.0,nom normalisé,1510015000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2013,sociaux,27377268000.0,,,,,,,4747064000.0,,3309697000.0,,,,3,Attijari wafa bank,1.0,nom normalisé,1457578000.0,vérifié_par_rcai_moins_resultat_net,0.01386615330363109,1437367000.0
Attijari wafa bank,Banques,2015,sociaux,30623461000.0,,,,,,,5118408000.0,,13027468000.0,,,,3,Attijari wafa bank,1.0,nom normalisé,1452990000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2016,sociaux,35320900000.0,,,,,3340980000.0,,8519470000.0,,6935048000.0,,,,4,Attijari wafa bank,1.0,nom normalisé,1584422000.0,vérifié_par_rcai_moins_resultat_net,0.0,1584422000.0
Attijari wafa bank,Banques,2017,sociaux,37037671000.0,,,,,,,5761605000.0,,388816.59,,,,3,Attijari wafa bank,1.0,nom normalisé,1603594000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2018,sociaux,41497564000.0,,,,,3735375000.0,,6478968000.0,13300000.0,4603982564.32,328791884000.0,,,5,Attijari wafa bank,1.0,nom normalisé,1874985000.0,vérifié_par_rcai_moins_resultat_net,2.32364525745633e-07,1874985435.68
Attijari wafa bank,Banques,2019,sociaux,43609499000.0,,,,,,,6857021000.0,35300000.0,18615420000.0,347402363000.0,,,4,Attijari wafa bank,1.0,nom normalisé,2016910000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2020,sociaux,43095011000.0,,,,,,,3648628000.0,,18654912000.0,367356389000.0,,,3,Attijari wafa bank,1.0,nom normalisé,1330010000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2021,sociaux,46980388000.0,,,,,,,5645280000.0,,20729805000.0,382246023000.0,,,3,Attijari wafa bank,1.0,nom normalisé,1545796000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2022,sociaux,47988116000.0,,,,,,,5966731000.0,,21783425000.0,427766876000.0,,,3,Attijari wafa bank,1.0,nom normalisé,1731891000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2023,sociaux,49799685000.0,,,,,,,7324318000.0,,21953362000.0,114116000.0,,,3,Attijari wafa bank,1.0,nom normalisé,2178066000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2024,sociaux,52786655000.0,,,,,,,9314274000.0,,22053362000.0,491941270000.0,,,3,Attijari wafa bank,1.0,nom normalisé,2777480000.0,vérifié_par_impôt_du_pdf,,
Attijari wafa bank,Banques,2025,sociaux,56357157000.0,,,,,,,11538939000.0,,22226671000.0,527424302000.0,,,3,Attijari wafa bank,1.0,nom normalisé,3889647000.0,vérifié_par_impôt_du_pdf,,
Auto Nejma,Distributeurs,2020,sociaux,932000000.0,,,,,265101213.88,,,-6000000.0,145648580.15,,,,4,Auto-Najma,1.0,alias vérifié,49927297.0,provisoire_un_seul_type_disponible,,
Auto Nejma,Distributeurs,2021,sociaux,1017000000.0,202000000.0,,,262407739.67,658153133.98,,,-9000000.0,,,,,5,Auto-Najma,1.0,alias vérifié,70000000.0,provisoire_un_seul_type_disponible,,
Auto Nejma,Distributeurs,2024,sociaux,1257000000.0,,70000000.0,337269000000.0,,,,323000000.0,,,,,,4,Auto-Najma,1.0,alias vérifié,118541584.0,vérifié_par_impôt_du_pdf,,
Auto Nejma,Distributeurs,2025,sociaux,1434000000.0,,581000000.0,492337000000.0,,,,486000000.0,,,,,,4,Auto-Najma,1.0,alias vérifié,186412198.0,vérifié_par_impôt_du_pdf,,
Auto hall,Distributeurs,2008,consolides,1579169865.6,3341405324.86,,645436468.69,,232057383.8,6927190.0,,-18800293.5,437777175.19,,,74549724.83,8,Auto-Hall,1.0,alias vérifié,141105650.0,provisoire_un_seul_type_disponible,,
Auto hall,Distributeurs,2009,consolides,1621136007.56,2913178125.93,,311477814.05,,275398310.27,10546510.0,,-8857365.03,207503749.02,,,109032915.51,8,Auto-Hall,1.0,alias vérifié,65323840.0,provisoire_un_seul_type_disponible,,
Auto hall,Distributeurs,2012,consolides,1651663310.27,3306662534.6,,314396344.05,,640575167.4,6289581.53,,-20360513.5,37670.0,2950363686.98,,127239832.84,9,Auto-Hall,1.0,alias vérifié,51701910.0,provisoire_un_seul_type_disponible,,
Auto hall,Distributeurs,2013,consolides,1700264335.62,3455585735.94,,381850146.24,,653924514.95,6065934.09,,-61204732.35,,3062700253.86,,90115974.1,8,Auto-Hall,1.0,alias vérifié,61532790.0,provisoire_un_seul_type_disponible,,
Auto hall,Distributeurs,2018,sociaux,502945280.0,4811636630.5,,-1865560.02,,384188228.74,,1486356722.6,,167492012.8,3940584717.19,,,5,Auto-Hall,1.0,alias vérifié,48418632.0,vérifié_par_impôt_du_pdf,,
Auto hall,Distributeurs,2019,sociaux,502945280.0,4424249242.77,,,,828831167.03,,1480480055.68,,170154181.08,4770843526.8,,,4,Auto-Hall,1.0,alias vérifié,56312840.0,vérifié_par_impôt_du_pdf,,
Auto hall,Distributeurs,2020,sociaux,502945280.0,,,,,431411326.18,,1434973704.62,,130524496.94,,,,4,Auto-Hall,1.0,alias vérifié,58163046.0,vérifié_par_impôt_du_pdf,,
Auto hall,Distributeurs,2024,sociaux,502945280.0,,,,,280717237.9,,,,,,,,2,Auto-Hall,1.0,alias vérifié,32539329.0,vérifié_par_impôt_du_pdf,,
Auto hall,Distributeurs,2025,sociaux,502945280.0,,,,,609815412.86,,1659905010.86,,,,,,3,Auto-Hall,1.0,alias vérifié,64635088.0,vérifié_par_impôt_du_pdf,,
BCP,Banques,2024,sociaux,33378191000.0,10018334000.0,,4876294000.0,,2686750000.0,,4667429000.0,,2939923000.0,345976160000.0,312597969000.0,,8,BCP,1.0,comparatif officiel du RFA 2025,1727506000.0,vérifié_par_impôt_du_pdf,0.0,1727506000.0
BCP,Banques,2025,sociaux,34486059000.0,11076351000.0,,,,2728346000.0,,5450452000.0,,3282906000.0,372904872000.0,,,6,BCP,1.0,contrôle publication annuelle 2025,2167546000.0,vérifié_par_impôt_du_pdf,0.0,2167546000.0
BMCE BANK,Banques,2006,consolides,7047064000.0,,,,,1840684000.0,3285502000.0,1339416000.0,,1273857000.0,,,,5,BMCE BANK(bank of africa),1.0,alias vérifié,375375000.0,provisoire_un_seul_type_disponible,,
BMCE BANK,Banques,2007,consolides,7950246000.0,,,,,1972055000.0,,2147212000.0,,,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,566014000.0,provisoire_un_seul_type_disponible,,
BMCE BANK,Banques,2009,sociaux,12898809000.0,,,,,26022000.0,,1154254000.0,,502929000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,152499000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2010,sociaux,14887353000.0,,,,,432694000.0,,935266000.0,,476265000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,275848000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2011,sociaux,15411554000.0,,,,,2089870000.0,,816087000.0,,521741000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,293544000.0,provisoire_un_seul_type_disponible,,
BMCE BANK,Banques,2012,sociaux,17111881000.0,,,,,,,372362000.0,,120839000.0,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,227527000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2013,sociaux,18633841000.0,,,,,2337608000.0,,1480987000.0,,713067000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,372362000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2014,sociaux,19995030000.0,,,,,2221952000.0,,1454705000.0,,1203572000.0,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,251133000.0,vérifié_par_rcai_moins_resultat_net,0.0,251133000.0
BMCE BANK,Banques,2015,sociaux,22410398000.0,,,,,15820000.0,,1622471000.0,,4.4,,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,318435000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2016,sociaux,24709660000.0,,,,,7684428000.0,,1875333000.0,,,,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,550362000.0,provisoire_un_seul_type_disponible,,
BMCE BANK,Banques,2017,sociaux,26683739000.0,,,,,,,1938774000.0,,,,,,2,BMCE BANK(bank of africa),1.0,alias vérifié,608137000.0,provisoire_un_seul_type_disponible,,
BMCE BANK,Banques,2018,sociaux,25294339000.0,,,,,5143410000.0,,1863131000.0,,1343654000.0,208227549000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,519477000.0,vérifié_par_rcai_moins_resultat_net,0.0,519477000.0
BMCE BANK,Banques,2019,sociaux,29435162000.0,,,,,9073898000.0,,2012790000.0,,6.87,222897610000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,640941000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2020,sociaux,29943306000.0,,,,,9624001000.0,,998993000.0,,724181000.0,234574533000.0,,,4,BMCE BANK(bank of africa),1.0,alias vérifié,274812000.0,vérifié_par_rcai_moins_resultat_net,0.0,274812000.0
BMCE BANK,Banques,2021,sociaux,,,,,,,,2010343000.0,,,,,,1,BMCE BANK(bank of africa),1.0,alias vérifié,509470000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2022,sociaux,33601517.0,,,,,,,1931997.0,,690079000.0,268445438000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,406902000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2023,sociaux,,,,,,,,,,1525093000.0,,,,1,BMCE BANK(bank of africa),1.0,alias vérifié,1518983000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2024,sociaux,35408147000.0,,,,,,,2805738000.0,,202000000.0,288891689000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,919542000.0,vérifié_par_impôt_du_pdf,,
BMCE BANK,Banques,2025,sociaux,36436887000.0,,,,,,,3281456000.0,,1886195000.0,297580604000.0,,,3,BMCE BANK(bank of africa),1.0,alias vérifié,1110694000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2004,consolides,2923672000.0,,,,,21676000.0,200.0,281371000.0,,-2873000.0,4398027000.0,,,6,BMCI,1.0,nom normalisé,217265000.0,provisoire_un_seul_type_disponible,,
BMCI,Banques,2005,sociaux,,,,,,80264000.0,,,,5492482000.0,,,,2,BMCI,1.0,nom normalisé,258698000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2007,consolides,4404058000.0,,,1266986000.0,,1144190000.0,,1257558000.0,,780604000.0,,,4729979000.0,6,BMCI,1.0,nom normalisé,373706000.0,provisoire_un_seul_type_disponible,,
BMCI,Banques,2008,consolides,6624900000.0,,,1316535000.0,,1226317000.0,,1311769000.0,,728914000.0,,,5508252000.0,6,BMCI,1.0,nom normalisé,384426000.0,provisoire_un_seul_type_disponible,,
BMCI,Banques,2009,sociaux,,,,,,,,,,9806985000.0,,,,1,BMCI,1.0,nom normalisé,438770000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2010,sociaux,7061833000.0,,,,,1179662000.0,,1257463000.0,,200000.0,,,,4,BMCI,1.0,nom normalisé,439161000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2012,sociaux,,,,,,,,1128566000.0,,3604145000.0,,,,2,BMCI,1.0,nom normalisé,387800000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2013,sociaux,,,,,,1471046000.0,,919450000.0,,604145000.0,,,,3,BMCI,1.0,nom normalisé,315305000.0,vérifié_par_rcai_moins_resultat_net,0.0,315305000.0
BMCI,Banques,2014,sociaux,,,,,,,,750677000.0,,201000.0,,,,2,BMCI,1.0,nom normalisé,289541000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2015,sociaux,,,,,,,,589883000.0,,201000.0,,,,2,BMCI,1.0,nom normalisé,177322000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2017,sociaux,,,,,,82605000.0,,-219746000.0,,201000.0,,,,3,BMCI,1.0,nom normalisé,183100000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2018,sociaux,,,,,,2988559000.0,,,,487030000.0,,,,2,BMCI,1.0,nom normalisé,219746000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2019,sociaux,,,,,,2998961000.0,,-260428000.0,,,,,,2,BMCI,1.0,nom normalisé,254821000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2020,sociaux,,,,,,1148107000.0,,,,,,,,1,BMCI,1.0,nom normalisé,260428000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2021,sociaux,,,,,,,,,,398853000.0,,,,1,BMCI,1.0,nom normalisé,83521000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2022,sociaux,,,,,,5493000.0,,,,231723000.0,,,,2,BMCI,1.0,nom normalisé,44283000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2023,sociaux,,,,,,50442000.0,,10205000.0,,193922000.0,59661129000.0,,,3,BMCI,1.0,nom normalisé,209551000.0,vérifié_par_impôt_du_pdf,,
BMCI,Banques,2024,consolides,7345468000.0,,,646943000.0,,2569801000.0,15015914000.0,16188000000.0,,292000000000.0,78074415000.0,,290214000.0,7,BMCI,1.0,nom normalisé,224398000.0,provisoire_un_seul_type_disponible,,
BMCI,Banques,2025,consolides,7583624000.0,,,812874000.0,,1000611000.0,18746914000.0,17065000000.0,,479427000.0,78576845000.0,,,6,BMCI,1.0,nom normalisé,340045000.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2019,consolides,,,,13.8,,,,,,10.6,,,,2,Balima,1.0,nom normalisé,4985292.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2020,consolides,,,,10.9,,,,,,11.6,,,,2,Balima,1.0,nom normalisé,4570559.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2021,consolides,,,,13.8,,,,,,10.6,,,,2,Balima,1.0,nom normalisé,5742409.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2022,sociaux,,,,,,,2607000.0,,,,,,,1,Balima,1.0,nom normalisé,9798140.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2024,consolides,,,,,,,6497000.0,,,,,,,1,Balima,1.0,nom normalisé,5771360.0,provisoire_un_seul_type_disponible,,
Balima,Sociétés de placement immobilier,2025,consolides,,50984600.14,,,,,,15123586.6,,10855773.6,,,,3,Balima,1.0,contrôle ciblé rapport 2025,4267813.0,vérifié_par_impôt_du_pdf,,4267813.0
Brasseries du Maroc,Agroalimentaire,2003,consolides,1710400000.0,1514900000.0,20600000.0,347400000.0,,,,,22500000.0,250600000.0,,,51000000.0,7,SOCIETE DES Boissons DU MAROC (SBM),1.0,alias vérifié,136491980.0,provisoire_un_seul_type_disponible,,
Brasseries du Maroc,Agroalimentaire,2004,consolides,1636800000.0,1592500000.0,6700000.0,261400000.0,,,,,134800000.0,409100000.0,,,275700000.0,7,SOCIETE DES Boissons DU MAROC (SBM),1.0,alias vérifié,101002491.0,provisoire_un_seul_type_disponible,,
Brasseries du Maroc,Agroalimentaire,2005,sociaux,1641505932.82,1304332186.53,0.0,299016130.12,362748489.39,496071110.45,,353238721.98,69922927.89,244818062.98,1998273071.96,356767139.1400001,36356473.13,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,108420659.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,108420659.0
Brasseries du Maroc,Agroalimentaire,2006,sociaux,1622533895.89,1344774123.7,0.0,315516256.48,377970138.69,483051578.46,,331240471.07,69655025.86,221170048.07,2019747447.81,397213551.9199998,17462969.49,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,110070423.0,vérifié_par_impôt_du_pdf,0.0,110070423.0
Brasseries du Maroc,Agroalimentaire,2007,sociaux,1670655008.99,1597689333.38,0.0,343005520.27,,480575238.43,,426259706.1,71982477.13,302389203.1,2139794701.53,469139692.54,44318873.1,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,123870503.0,vérifié_par_impôt_du_pdf,0.0,123870503.0
Brasseries du Maroc,Agroalimentaire,2008,sociaux,1761200188.69,1678950329.31,0.0,373643288.47,,509255565.17,,484528501.7,92546589.6,358939274.7,2272463256.38,511263067.6900001,38118718.14,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,125589227.0,vérifié_par_impôt_du_pdf,0.0,125589227.0
Brasseries du Maroc,Agroalimentaire,2009,sociaux,1329486701.33,1710946833.76,0.0,395759471.51,,523343671.12,,447211576.64,105479001.36,336741184.64,1852470750.1,522984048.77,53185156.34,11,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,110470392.0,vérifié_par_impôt_du_pdf,0.0,110470392.0
Brasseries du Maroc,Agroalimentaire,2010,sociaux,1314318403.96,1726993408.92,0.0,379582668.49,470091835.63,509184803.91,,435922141.63,131568557.25,315380219.63,1842861415.47,528543011.51,41980457.17,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,120541922.0,vérifié_par_impôt_du_pdf,0.0,120541922.0
Brasseries du Maroc,Agroalimentaire,2011,sociaux,1376544719.31,1830527007.12,0.0,413927273.33,503156935.87,492405150.56,,477388332.35,47015420.63,344746415.35,1898390386.49,521845667.1800001,63007876.55,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,132641917.0,vérifié_par_impôt_du_pdf,0.0,132641917.0
Brasseries du Maroc,Agroalimentaire,2012,sociaux,1397803581.47,1752106555.63,0.0,403106339.06,482903423.47,448227327.15,,457124886.16,56111282.59,332030972.16,1897211533.79,499407952.3199999,41145187.8,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,125093914.0,vérifié_par_impôt_du_pdf,0.0,125093914.0
Brasseries du Maroc,Agroalimentaire,2013,sociaux,1373516642.3,1691170138.25,0.0,363273493.19,437912277.56,491086369.12,,406652846.83,54570202.39,294960773.83,1912535248.6,539018606.3,23851169.75,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,111692073.0,vérifié_par_impôt_du_pdf,0.0,111692073.0
Brasseries du Maroc,Agroalimentaire,2014,sociaux,1949695580.45,1948053918.51,0.0,325940127.75,440067350.23,745598466.19,,343060436.04,8408025.57,223620911.04,2549580136.64,599884556.1899998,68461751.96,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,lecture visuelle RFA officiel,119439525.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,119439525.0
Brasseries du Maroc,Agroalimentaire,2015,sociaux,2064158372.64,2116037820.42,0.0,411007923.55,502862151.79,675453402.13,,376282228.19,4329000.86,244626830.19,2685953317.44,621794944.8,73470482.68,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,131655398.0,vérifié_par_impôt_du_pdf,0.0,131655398.0
Brasseries du Maroc,Agroalimentaire,2016,sociaux,2098306301.71,2257097566.24,0.0,445683944.93,560619159.94,633862632.05,,445697445.07,10159869.94,294476005.07,2758210078.97,659903777.2599998,25156095.29,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,151221440.0,vérifié_par_impôt_du_pdf,0.0,151221440.0
