societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t,is_cible_t_plus_1,qualite_cible_t_plus_1,annee_cible,split_temporel_cible,cible_disponible
Holcim,Bâtiment et matériaux de construction,2012,consolides,4855947000.0,5043275000.0,,1951271000.0,,6344585000.0,,1828673000.0,-38349000.0,1265763000.0,8562115000.0,,695573000.0,9,Holcim,1.0,nom normalisé,189069587.08,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.870613076137012,0.1478329828552875,0.5671433985644903,,0.3869055326152153,0.2509803649414319,0.10339168734924178,265500646.51,5567171000.0,2359115000.0,1664205000.0,9361348000.0,5094585000.0,-0.0941045281346666,-0.2248478772760124,-0.23941882159950245,-0.08537584544448086,-0.046841499356669876,0,0,0,0,0,0,0,1,1,0,1,0,1,apprentissage,215326295.61,provisoire,2013,apprentissage,True
Holcim,Bâtiment et matériaux de construction,2013,consolides,5100267000.0,5049806000.0,612000.0,2137401000.0,,6125432000.0,10582000.0,2016269000.0,-65320000.0,1399941000.0,8539906000.0,,1642892000.0,11,Holcim,1.0,nom normalisé,215326295.61,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.868015837777648,0.1639293219386724,0.5972275338862044,7.16635522686081e-05,0.4232639828143893,0.27722668950054713,0.106794428526154,189069587.08,5043275000.0,1828673000.0,1265763000.0,8562115000.0,4855947000.0,0.0012949918455765351,0.10258586417582585,0.10600562664574648,-0.002593868454231227,0.05031356396599881,0,0,0,0,0,0,0,1,0,0,1,0,0,apprentissage,269645116.0,provisoire,2014,apprentissage,True
Holcim,Bâtiment et matériaux de construction,2014,consolides,4917744000.0,4934951000.0,,2046032000.0,,5919967000.0,14332000.0,1925871000.0,-46499000.0,1315614000.0,7906307000.0,,1911269000.0,10,Holcim,1.0,nom normalisé,269645116.0,provisoire_un_seul_type_disponible,,,V26,batiment et materiaux de construction,False,provisoire,22.790926632460863,0.16640057108837286,0.6220026619254729,,0.4146002665477327,0.26659109685182286,0.14001203403550913,215326295.61,5049806000.0,2016269000.0,1399941000.0,8539906000.0,5100267000.0,-0.022744438103166734,-0.044834295423874494,-0.06023610995034791,-0.07419273701607489,-0.03578694997732472,0,0,0,0,0,0,0,1,1,0,1,0,0,apprentissage,230965991.96,provisoire,2015,apprentissage,True
IB Maroc.com,"Matériels, logiciels et services informatiques",2008,sociaux,41748600.0,,11300761.7,24351016.29,27991804.07,7572002.57,,20966014.26,,14416080.26,,,24185688.64,8,IB Maroc.com,1.0,nom normalisé,9790600.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.4669747849346354,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage,8698672.0,provisoire,2009,apprentissage,True
IB Maroc.com,"Matériels, logiciels et services informatiques",2009,sociaux,41748600.0,,7982903.47,31428335.41,35005157.81,24690544.16,,26597435.21,,18000863.21,,,24185688.64,8,IB Maroc.com,1.0,nom normalisé,8698672.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.3270492786736635,9790600.0,,20966014.26,14416080.26,,41748600.0,,0.268597592282664,0.24866557936324926,,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage,3342386.0,provisoire,2010,apprentissage,True
IB Maroc.com,"Matériels, logiciels et services informatiques",2010,sociaux,41748600.0,,8402680.39,21636866.49,-19304039.81,8381560.53,,11898029.65,,8555643.65,,,,7,IB Maroc.com,1.0,nom normalisé,3342386.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,0.2809192864971554,8698672.0,,26597435.21,18000863.21,,41748600.0,,-0.5526625196730764,-0.524709256984571,,0.0,1,0,1,0,0,1,0,1,0,1,0,0,1,apprentissage,1192351.0,provisoire,2011,apprentissage,True
IMMORENTE INVEST,Sociétés de placement immobilier,2020,sociaux,815824133.76,,4354051.39,-1067040.65,1620660.82,28840575.05,,,20680605.91,16605452.59,,,,7,IMMORENTE INVEST,1.0,nom normalisé,3190725.0,vérifié_par_impôt_du_pdf,,,V26,societes de placement immobilier,False,haute,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,0,0,1,validation,1825187.0,haute,2021,validation,True
IMMORENTE INVEST,Sociétés de placement immobilier,2021,sociaux,811269150.75,,4552951.39,605359.06,8638930.35,,,,10752588.41,8955516.99,,,,6,IMMORENTE INVEST,1.0,nom normalisé,1825187.0,vérifié_par_impôt_du_pdf,,,V26,societes de placement immobilier,False,haute,,,,,,,,3190725.0,,,16605452.59,,815824133.76,,,-0.46068817206505297,,-0.00558329034593132,1,0,0,1,0,1,0,1,0,1,0,1,1,validation,1201164.0,haute,2022,validation,True
Involys,"Matériels, logiciels et services informatiques",2024,sociaux,90252994.6,37516821.87,8672951.73,1664692.5,,661793.6,,-23486.36,-2429914.31,-123469.25,124924150.46,34671155.86,254940.4,11,Involys,1.0,comparatif officiel du RFA 2025,99982.89,vérifié_par_impôt_du_pdf,0.0,99982.89,V26,materiels logiciels et services informatiques,False,haute,18.64321732277604,-0.0009883537294058619,0.7224623442918549,0.06942574112422746,0.04437189551312066,-0.003291037029411362,-4.257061971288867,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,test_final,157108.0,haute,2025,test_final,True
JALU (JET CONTRACTORS),Bâtiment,2024,sociaux,,2695481931.37,,200030084.57,,,,141189074.6,-60195239.23,76817079.29,,,,5,JALU (JET CONTRACTORS),1.0,comparatif officiel du RFA 2025,64371995.31,vérifié_par_impôt_du_pdf,1.490116119384766e-08,64371995.30999999,V26,batiment,False,haute,,,,,0.07420939544875121,0.028498458251937576,0.45592759561864854,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,test_final,98994137.95,haute,2025,test_final,True
LABEL VIE,Distributeurs,2014,consolides,,,,,,,,,,70969520.42,,,,1,LABEL VIE,1.0,nom normalisé,20285448.0,provisoire_un_seul_type_disponible,,,V26,distributeurs,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,25345920.0,provisoire,2015,apprentissage,True
LABEL VIE,Distributeurs,2024,consolides,3409746949.01,16417976508.23,5723611615.42,803599896.06,,,,819130374.34,43902736.25,559113645.16,15458511089.42,12048764140.41,,9,LABEL VIE,1.0,comparatif officiel RFA 2025,260016729.18,vérifié_par_impôt_du_pdf,-5.960464477539062e-08,260016729.1800001,V26,distributeurs,False,haute,23.461425568250515,0.03616866087075258,0.2205740856468172,0.37025633208215714,0.04894634217908471,0.03405496681516919,0.3174302129737332,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,test_final,237829644.28,haute,2025,test_final,True
Les grandes marques et conserveries chérifiennes,Agroalimentaire,2006,sociaux,178044340.4,12068664.8,,-52441.92,22155132.12,90956302.34,,,64372.86,,,,,6,Les grandes marques et conserveries chérifiennes,1.0,nom normalisé,3813752.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,-0.004345295927019201,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,1,1,0,0,1,apprentissage,6980213.0,provisoire,2007,apprentissage,True
Les grandes marques et conserveries chérifiennes,Agroalimentaire,2007,sociaux,201826412.37,12068664.8,,,,139374792.85,,,,,,,,3,Les grandes marques et conserveries chérifiennes,1.0,nom normalisé,6980213.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,,3813752.0,12068664.8,,,,178044340.4,0.0,,,,0.1335738721970631,0,1,1,1,1,1,0,1,1,1,1,0,1,apprentissage,6980213.0,provisoire,2008,apprentissage,True
Lesieur cristal,Agroalimentaire,2007,consolides,276300000.0,3858400000.0,2100000.0,190500000.0,,677200000.0,300000.0,178500000.0,-2600000.0,124400000.0,2949800000.0,,,10,Lesieur,1.0,alias vérifié,51637542.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.80500320872868,0.04217235066784189,0.09366736727913758,0.0007119126720455624,0.04937279701430645,0.032241343562098276,0.28928594957983195,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,apprentissage,61416511.0,provisoire,2008,apprentissage,True
Lesieur cristal,Agroalimentaire,2012,consolides,-13000000.0,,,,,,,,-33000000.0,,3139000000.0,,,3,Lesieur,1.0,alias vérifié,52578099.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.8671701151248,,-0.00414144632048423,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,1,1,apprentissage,76521436.0,provisoire,2013,apprentissage,True
Lesieur cristal,Agroalimentaire,2013,consolides,,4117000000.0,,,,77000000.0,64000000.0,,-23000000.0,,3151000000.0,,255000000.0,6,Lesieur,1.0,alias vérifié,76521436.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.870985700038908,,,,,,,52578099.0,,,,3139000000.0,-13000000.0,,,,0.003822873526600828,,0,1,0,1,1,0,1,1,1,0,1,0,0,apprentissage,83516721.0,provisoire,2014,apprentissage,True
Lesieur cristal,Agroalimentaire,2014,consolides,1522000000.0,3819000000.0,,,,,-12000000.0,,,,3291000000.0,,,4,Lesieur,1.0,alias vérifié,83516721.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.914457307211475,,0.46247341233667577,,,,,76521436.0,4117000000.0,,,3151000000.0,,-0.07238280301190186,,,0.04443033957473818,,0,1,1,1,1,0,0,1,1,1,1,1,0,apprentissage,88671740.63,provisoire,2015,apprentissage,True
Lesieur cristal,Agroalimentaire,2015,consolides,1574000000.0,3985000000.0,37000000.0,,,,-18000000.0,,48000000.0,,3289000000.0,,,6,Lesieur,1.0,alias vérifié,88671740.63,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.913849404457373,,0.47856491334752205,0.01124961994527212,,,,83516721.0,3819000000.0,,,3291000000.0,1522000000.0,0.04346687614558785,,,-0.0006077180188392585,0.03416557161629435,0,1,0,1,1,0,0,1,0,1,1,1,0,apprentissage,86826620.0,provisoire,2016,apprentissage,True
Lesieur cristal,Agroalimentaire,2016,consolides,1622000000.0,4033000000.0,42000000.0,,,,-3000000.0,,,,3491000000.0,,,5,Lesieur,1.0,alias vérifié,86826620.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.97345406535576,,0.46462331710111715,0.012030936694356918,,,,88671740.63,3985000000.0,,,3289000000.0,1574000000.0,0.01204516938519448,,,0.06141684402553968,0.030495552731893267,0,1,1,1,1,0,0,1,0,1,1,1,0,apprentissage,88400586.0,provisoire,2017,apprentissage,True
Lesieur cristal,Agroalimentaire,2017,consolides,1675000000.0,4583000000.0,,,,,-1000000.0,,,,3409000000.0,,,4,Lesieur,1.0,alias vérifié,88400586.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,21.94968483039552,,0.49134643590495747,,,,,86826620.0,4033000000.0,,,3491000000.0,1622000000.0,0.13637490701710886,,,-0.023488971641363505,0.032675709001233046,0,1,1,1,1,0,0,1,1,1,1,1,0,apprentissage,80163084.0,provisoire,2018,apprentissage,True
Lesieur cristal,Agroalimentaire,2018,consolides,1616000000.0,4298000000.0,169000000.0,,,,-1000000.0,,-18000000.0,,3698000000.0,,,6,Lesieur,1.0,alias vérifié,80163084.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,22.03105797018176,,0.43699296917252567,0.04570037858301785,,,,88400586.0,4583000000.0,,,3409000000.0,1675000000.0,-0.06218634082478726,,,0.08477559401584042,-0.03522388059701492,0,1,0,1,1,0,0,1,0,1,1,1,0,apprentissage,80391130.0,provisoire,2019,apprentissage,True
Lesieur cristal,Agroalimentaire,2024,consolides,6897000000.0,4778000000.0,,256000000.0,,1132000000.0,56000000.0,127000000.0,-49000000.0,37000000.0,5314000000.0,,,9,Lesieur,1.0,alias vérifié,89320470.0,vérifié_par_rcai_moins_resultat_net,0.007607774567240858,90000000.0,V26,agroalimentaire,False,haute,22.393610684472215,0.006962739932254422,1.2978923598042906,,0.05357890330682294,0.007743825868564253,0.7033107874015748,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,test_final,74601350.0,provisoire,2025,test_final,True
Lesieur cristal,Agroalimentaire,2020,sociaux,1602473739.38,,,,,1742917131.95,,,,,,,,2,Lesieur,1.0,alias vérifié,80653357.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,0,1,validation,95008590.0,haute,2021,validation,True
Lesieur cristal,Agroalimentaire,2021,sociaux,1651187951.34,,,,,2093199921.24,,,,,,,,2,Lesieur,1.0,alias vérifié,95008590.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,,,80653357.0,,,,,1602473739.38,,,,,0.03039938238167161,1,1,1,1,1,1,0,1,1,1,1,0,1,validation,185046160.0,haute,2022,validation,True
Lesieur cristal,Agroalimentaire,2022,sociaux,1771593689.18,,,,,2151795755.55,,,,-2.0,,,,3,Lesieur,1.0,alias vérifié,185046160.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,,,95008590.0,,,,,1651187951.34,,,,,0.0729206737139079,1,1,1,1,0,1,0,1,1,1,1,0,1,validation,19034615.0,haute,2023,test_final,True
Lydec,Divers,2011,sociaux,1469345581.66,,1446344374.71,470139389.5,,405842486.63,,,-34717596.0,231392777.36,,,,6,Lydec,1.0,nom normalisé,144595917.76,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,1,0,1,apprentissage,150175091.98,provisoire,2012,apprentissage,True
Lydec,Divers,2021,sociaux,,6334000000.0,,-63000000.0,1007000.0,,,,-42000000.0,67000000000.0,34000000.0,,,6,Lydec,1.0,nom normalisé,104115405.3,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,17.341871111992198,1970.5882352941176,,,-0.009946321439848436,10.577833912219766,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,1,0,1,1,validation,80334203.0,provisoire,2022,validation,True
Lydec,Divers,2022,sociaux,,7279000.0,,,-202000000.0,,,,,,,,,2,Lydec,1.0,nom normalisé,80334203.0,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,,,,,,,,104115405.3,6334000000.0,,67000000000.0,34000000.0,,-0.9988508051784023,,,,,0,1,1,1,1,1,1,1,1,1,0,1,1,validation,127308324.82,provisoire,2023,test_final,True
Lydec,Divers,2023,sociaux,,7381000.0,,,,,,,,,4104000.0,,,2,Lydec,1.0,nom normalisé,127308324.82,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,15.22747290949743,,,,,,,80334203.0,7279000.0,,,,,0.014012913861794202,,,,,0,1,1,1,1,0,1,1,1,1,1,1,1,test_final,121000000.0,provisoire,2024,test_final,True
M2M,"Matériels, logiciels et services informatiques",2007,consolides,109543892.2,,3339408.74,,,5437760.17,,,,,,,3651140.44,4,M2M Group,1.0,alias vérifié,13242971.93,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,1,0,1,apprentissage,10830299.04,provisoire,2008,apprentissage,True
M2M,"Matériels, logiciels et services informatiques",2017,consolides,,,,-1.0,,,,,,,,,,1,M2M Group,1.0,alias vérifié,6673196.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,apprentissage,6600631.0,provisoire,2018,apprentissage,True
M2M,"Matériels, logiciels et services informatiques",2018,consolides,,,,,,,,,,135.5,,,,1,M2M Group,1.0,alias vérifié,6600631.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,6673196.0,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,6562211.0,provisoire,2019,apprentissage,True
M2M,"Matériels, logiciels et services informatiques",2019,consolides,,,,,,,,,,15.7,,,,1,M2M Group,1.0,alias vérifié,6562211.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,6600631.0,,,135.5,,,,,-0.8841328413284133,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,2432891.0,provisoire,2020,validation,True
M2M,"Matériels, logiciels et services informatiques",2020,consolides,,64053821.0,,,,,,,,,,,,1,M2M Group,1.0,alias vérifié,2432891.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,6562211.0,,,15.7,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,validation,238790.0,provisoire,2021,validation,True
M2M,"Matériels, logiciels et services informatiques",2021,consolides,44996000.0,42401072.0,,,,,,,,,,,,2,M2M Group,1.0,alias vérifié,238790.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,,,2432891.0,64053821.0,,,,,-0.3380399273916852,,,,,0,1,1,1,1,1,0,1,1,1,1,1,1,validation,215923.0,provisoire,2022,validation,True
M2M,"Matériels, logiciels et services informatiques",2022,consolides,171983000.0,40045260.0,,,,5085894.0,,,,-44995968.07,,,38624076.0,5,M2M Group,1.0,alias vérifié,215923.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,-1.1236278168752056,,238790.0,42401072.0,,,,44996000.0,-0.05556019904402417,,,,2.822184194150591,0,1,1,1,0,1,0,1,1,0,1,0,1,validation,1832000.0,provisoire,2023,test_final,True
M2M,"Matériels, logiciels et services informatiques",2023,consolides,54091258.0,49002809.0,,,,4265952.0,,,,-21602353.0,,,25026920.0,5,M2M Group,1.0,alias vérifié,1832000.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,-0.44083907516403803,,215923.0,40045260.0,,-44995968.07,,171983000.0,0.22368562471563427,,0.5199046953186266,,-0.6854848560613549,0,1,1,1,0,1,0,1,1,0,1,0,1,test_final,1388172.0,provisoire,2024,test_final,True
M2M,"Matériels, logiciels et services informatiques",2024,consolides,,55935251.0,,,,,,,,20329809.7,,,,2,M2M Group,1.0,alias vérifié,1388172.0,provisoire_un_seul_type_disponible,,,V26,materiels logiciels et services informatiques,False,provisoire,,,,,,0.363452551593985,,1832000.0,49002809.0,,-21602353.0,,54091258.0,0.141470298161887,,1.941092375446323,,,0,1,1,1,0,1,1,1,1,1,1,1,1,test_final,2407214.0,provisoire,2025,test_final,True
MINIERE TOUISSIT,Mines,2008,sociaux,,,,,,,,,,93460015.35,,,,1,MINIERE TOUISSIT,1.0,nom normalisé,20438244.0,provisoire_un_seul_type_disponible,,,V26,mines,False,provisoire,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,48772187.0,provisoire,2009,apprentissage,True
MINIERE TOUISSIT,Mines,2009,sociaux,,,,,,,,,,206834270.31,,,,1,MINIERE TOUISSIT,1.0,nom normalisé,48772187.0,provisoire_un_seul_type_disponible,,,V26,mines,False,provisoire,,,,,,,,20438244.0,,,93460015.35,,,,,1.2130776411219584,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,62798856.0,haute,2010,apprentissage,True
MINIERE TOUISSIT,Mines,2010,sociaux,514595441.23,,,,,247522962.15,,,,264992236.07,,,,3,MINIERE TOUISSIT,1.0,nom normalisé,62798856.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,,48772187.0,,,206834270.31,,,,,0.28118147767695234,,,1,1,1,1,0,1,0,1,1,1,1,0,1,apprentissage,85821130.0,haute,2011,apprentissage,True
MINIERE TOUISSIT,Mines,2018,sociaux,606794593.2,,,,,,,247328975.76,,109.47,,,,3,MINIERE TOUISSIT,1.0,nom normalisé,43041223.0,provisoire_un_seul_type_disponible,,,V26,mines,False,provisoire,,,,,,,0.17402418324719787,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,1,apprentissage,44549305.0,provisoire,2019,apprentissage,True
MINIERE TOUISSIT,Mines,2021,sociaux,590154001.57,,383666256.65,,,589100997.9,,,,,,,,3,MINIERE TOUISSIT,1.0,nom normalisé,42869893.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,1,1,0,1,validation,59944735.0,haute,2022,validation,True
MINIERE TOUISSIT,Mines,2022,sociaux,647278459.2,,286223697.29,,,982854606.74,,,,,,,,3,MINIERE TOUISSIT,1.0,nom normalisé,59944735.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,,42869893.0,,,,,590154001.57,,,,,0.09679584901234341,1,1,1,1,1,1,0,1,0,1,1,0,1,validation,67029525.0,haute,2023,test_final,True
MINIERE TOUISSIT,Mines,2023,sociaux,709066144.89,,204958076.75,,,1060337479.29,,235895966.05,,-2.0,,,,5,MINIERE TOUISSIT,1.0,nom normalisé,67029525.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,0.2841486699513656,59944735.0,,,,,647278459.2,,,,,0.09545765784692736,1,1,1,0,0,1,0,1,0,1,1,0,1,test_final,79798251.0,haute,2024,test_final,True
MINIERE TOUISSIT,Mines,2024,sociaux,695005807.17,,197823657.59,,,1141896047.03,,61791009.83,,-2.0,,,,5,MINIERE TOUISSIT,1.0,nom normalisé,79798251.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,1.291421700657453,67029525.0,,235895966.05,-2.0,,709066144.89,,-0.7380582175071917,0.0,,-0.019829373918537965,1,1,1,0,0,1,0,1,0,1,1,0,1,test_final,121638308.0,haute,2025,test_final,True
MUTANDIS SCA,Agroalimentaire,2017,consolides,783668000.0,1268986000.0,,17874636.67,14301414.22,,,73916.0,1400512.04,18759315.76,1801338.0,,35149.0,8,MUTANDIS SCA,1.0,nom normalisé,430665.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,14.40404083520708,10.4141009405231,435.0477256350557,,0.0140857634914806,0.014782917825728575,5.8264110612046105,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,1,apprentissage,599552.0,haute,2018,apprentissage,True
MUTANDIS SCA,Agroalimentaire,2024,consolides,1403402000.0,,,,,123430000.0,,89652000.0,,,3429150000.0,,40618000.0,5,MUTANDIS SCA,1.0,nom normalisé,53821000.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,21.955578254293982,,0.4092565212953647,,,,0.6003323963771026,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,0,1,0,1,test_final,53249000.0,haute,2025,test_final,True
MUTANDIS SCA,Agroalimentaire,2020,sociaux,1016000000.0,,370000000.0,64000000.0,,3179404.23,,,-12000000.0,46817361.0,,,,6,MUTANDIS SCA,1.0,nom normalisé,2900554.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,1,0,1,validation,903995.0,haute,2021,validation,True
MUTANDIS SCA,Agroalimentaire,2021,sociaux,1038000000.0,,370000000.0,86000000.0,,5441206.46,,,,,,,,4,MUTANDIS SCA,1.0,nom normalisé,903995.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,,,,2900554.0,,,46817361.0,,1016000000.0,,,,,0.021653543307086614,1,0,1,1,1,1,0,1,0,1,1,0,1,validation,1914080.0,haute,2022,validation,True
Maghreb Oxygène,Chimie,2008,sociaux,,,,,,,,,,10869551.79,,,,1,Maghreb Oxygène,1.0,nom normalisé,4715927.0,vérifié_par_impôt_du_pdf,,,V26,chimie,False,haute,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,7913388.0,haute,2009,apprentissage,True
Maghreb Oxygène,Chimie,2009,sociaux,,,,,,,,,,17361141.09,,,,1,Maghreb Oxygène,1.0,nom normalisé,7913388.0,vérifié_par_impôt_du_pdf,,,V26,chimie,False,haute,,,,,,,,4715927.0,,,10869551.79,,,,,0.5972269533664002,,,1,1,1,1,0,1,1,1,1,1,1,1,1,apprentissage,8253634.0,haute,2010,apprentissage,True
Maghreb Oxygène,Chimie,2010,sociaux,,,,,,,,26298355.37,,18044721.37,,,,2,Maghreb Oxygène,1.0,nom normalisé,8253634.0,vérifié_par_rcai_moins_resultat_net,0.0,8253634.0,V26,chimie,False,haute,,,,,,,0.313846013709868,7913388.0,,,17361141.09,,,,,0.03937415613733724,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage,4747239.0,haute,2011,apprentissage,True
Maghreb Oxygène,Chimie,2011,sociaux,,,,,,,,13864832.39,,9117593.39,,,,2,Maghreb Oxygène,1.0,nom normalisé,4747239.0,vérifié_par_rcai_moins_resultat_net,0.0,4747239.0,V26,chimie,False,haute,,,,,,,0.3423942581104653,8253634.0,,26298355.37,18044721.37,,,,-0.47278709276944414,-0.4947224064563098,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage,4113453.0,haute,2012,apprentissage,True
Maghreb Oxygène,Chimie,2012,sociaux,,,,,,,,12436061.29,,8322608.29,,,,2,Maghreb Oxygène,1.0,nom normalisé,4113453.0,vérifié_par_rcai_moins_resultat_net,2.264089500027054e-16,4113452.999999999,V26,chimie,False,haute,,,,,,,0.3307681511112913,4747239.0,,13864832.39,9117593.39,,,,-0.10305000881442328,-0.08719242743067757,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage,4151520.0,haute,2013,apprentissage,True
Maghreb Oxygène,Chimie,2013,sociaux,,,,,,,,12949115.48,,8797595.48,,,,2,Maghreb Oxygène,1.0,nom normalisé,4151520.0,vérifié_par_rcai_moins_resultat_net,0.0,4151520.0,V26,chimie,False,haute,,,,,,,0.32060259300429067,4113453.0,,12436061.29,8322608.29,,,,0.041255360361769446,0.05707191465092975,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage,3873447.0,haute,2014,apprentissage,True
Maghreb Oxygène,Chimie,2016,sociaux,,,,,,,,14751250.09,,9349819.09,,,,2,Maghreb Oxygène,1.0,nom normalisé,5401431.0,vérifié_par_rcai_moins_resultat_net,0.0,5401431.0,V26,chimie,False,haute,,,,,,,0.36616767847097087,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage,6064855.0,haute,2017,apprentissage,True
