societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t
Brasseries du Maroc,Agroalimentaire,2023,sociaux,2344199991.14,2725417168.86,0.0,557215103.58,678785028.21,523491324.77,,869030823.21,54561713.88,641929421.21,3365442032.51,1021242041.37,133781418.4,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,227101402.0,vérifié_par_impôt_du_pdf,0.0,227101402.0,V26,agroalimentaire,False,haute,21.936825153528783,0.19074148804495641,0.6965503991734655,0.0,0.20445130747197668,0.2355343719649749,0.26132721180261437,187647583.0,2718405138.76,597389390.71,409741807.71,3032752644.72,2113985081.43,0.002579464701570731,0.4547141893115191,0.5666681044769877,0.10969882043272149,0.10890091502172355,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
Brasseries du Maroc,Agroalimentaire,2024,sociaux,2124583565.55,2622969828.83,0.0,383509466.54,464920163.15,535070199.34,,369912804.41,49234430.91,233128054.41,2877896279.5,753312713.95,79355725.04,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,136784750.0,vérifié_par_impôt_du_pdf,-2.980232238769531e-08,136784750.0,V26,agroalimentaire,False,haute,21.780325406019994,0.08100641293803097,0.7382418819899655,0.0,0.14621192448525722,0.08887942661314902,0.36977565623381875,227101402.0,2725417168.86,869030823.21,641929421.21,3365442032.51,2344199991.14,-0.037589599566826074,-0.5743386833580573,-0.6368322642533396,-0.14486826642691594,-0.09368502108183994,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
Brasseries du Maroc,Agroalimentaire,2025,sociaux,2216322634.3,2904846538.24,0.0,521465114.19,565053946.0,523984834.66,,562701180.75,16676752.59,374704368.75,2995223507.99,778900873.6899996,88975076.84,12,SOCIETE DES Boissons DU MAROC (SBM),1.0,comparatif officiel RFA,187996812.0,vérifié_par_impôt_du_pdf,0.0,187996812.0,V26,agroalimentaire,False,haute,21.820284693104966,0.12510063698099522,0.7399523369083413,0.0,0.17951554663054503,0.12899282761320238,0.3340970632928603,136784750.0,2622969828.83,369912804.41,233128054.41,2877896279.5,2124583565.55,0.10746471663981494,0.5211724872500473,0.6072899063920086,0.04076840062852577,0.043179788377140794,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
CASH PLUS S.A,Services de paiement,2024,sociaux,473402000.0,562081000.0,91985000.0,397655000.0,409037000.0,61770000.0,,396568000.0,,218397000.0,2572088000.0,2098686000.0,1616074000.0,11,CASH PLUS S.A,1.0,comparatif officiel RFA 2025 en KMAD,178171000.0,vérifié_par_impôt_du_pdf,0.0,178171000.0,V26,services de paiement,False,haute,21.66798385774424,0.08491039186839641,0.18405357826015284,0.035762773279918884,0.7074692081746226,0.3885507604775824,0.4492823424986383,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,test_final
CASH PLUS S.A,Services de paiement,2025,sociaux,,693098450.0,,,,,,463558430.0,,251455420.0,,,,3,CASH PLUS S.A,1.0,contrôle RFA/publication 2025,212103010.0,vérifié_par_impôt_du_pdf,0.0,212103010.0,V26,services de paiement,False,haute,,,,,,0.36279899341861177,0.457553991629491,178171000.0,562081000.0,396568000.0,218397000.0,2572088000.0,473402000.0,0.2330935398990537,0.16892545540739545,0.15136847117863342,,,0,1,1,0,0,1,1,1,1,1,1,1,1,test_final
CFG,Banques,2012,consolides,,,,-34943000.0,,,,-24854000.0,,18320834.29,1194256000.0,,,4,CFG,1.0,nom normalisé,620000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,20.900789235132752,0.01534079317164829,,,,,-0.024945682787478878,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,1,1,1,apprentissage
CFG,Banques,2013,consolides,336857000.0,,,-33409000.0,,,,-61992000.0,,18320834.29,1240005000.0,,,4,CFG,1.0,nom normalisé,384000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,20.93838124961974,0.014774806787069406,0.2716577755734856,,,,-0.006194347657762292,620000.0,,-24854000.0,18320834.29,1194256000.0,,,-1.4942463989699848,0.0,0.03830753205342908,,1,0,1,0,0,0,0,1,1,1,1,1,1,apprentissage
CFG,Banques,2014,consolides,303085000.0,,,,,,,-55184000.0,,-70341000.0,1659941000.0,,,3,CFG,1.0,nom normalisé,467000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,21.230047897116982,-0.042375602506354144,0.18258781486811881,,,,-0.008462597854450565,384000.0,,-61992000.0,18320834.29,1240005000.0,336857000.0,,0.10982062201574397,-4.839399390146441,0.3386566989649235,-0.100256191796519,1,1,1,0,0,0,0,1,1,1,1,1,1,apprentissage
CFG,Banques,2017,sociaux,,,,,,80376000.0,,-77111000.0,,,,,,2,CFG,1.0,nom normalisé,1188000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,-0.015406362257006133,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,0,1,apprentissage
CFG,Banques,2018,sociaux,,,,,,317969000.0,,-91127000.0,,-92709000.0,,,,3,CFG,1.0,nom normalisé,1582000.0,vérifié_par_rcai_moins_resultat_net,0.0,1582000.0,V26,banques,True,haute,,,,,,,-0.017360387151996663,1188000.0,,-77111000.0,,,,,-0.1817639506685168,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
CFG,Banques,2019,sociaux,52000000.0,,,,,357255000.0,,-110234000.0,,-112128000.0,7297471000.0,,,4,CFG,1.0,nom normalisé,1895000.0,vérifié_par_rcai_moins_resultat_net,0.0005277044854881266,1894000.0,V26,banques,True,haute,22.710793686857997,-0.015365323137289617,0.0071257563065341405,,,,-0.01719070341274017,1582000.0,,-91127000.0,-92709000.0,,,,-0.2096744104381797,-0.20946186454389543,,,1,1,1,0,0,0,0,1,1,1,1,0,1,apprentissage
CFG,Banques,2023,sociaux,,,,,,,,3477000.0,,20000000.0,,,,2,CFG,1.0,nom normalisé,2563000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.7371297095197009,3095000.0,,,-23000000.0,,889877000000.0,,,1.8695652173913044,,,1,1,1,0,0,1,1,1,1,1,1,1,1,test_final
CGI,Immobilier,2010,sociaux,,,,,,,,534095229.19,,196000.0,,,,2,CGI,1.0,nom normalisé,150266590.0,vérifié_par_impôt_du_pdf,,,V26,immobilier,False,haute,,,,,,,0.28134793532586283,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
CIH,Banques,2018,consolides,,,,88729000.0,,,,645960000.0,,8523000.0,64949880000.0,,,4,CIH,1.0,nom normalisé,198939000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,24.89688173250165,0.00013122426092242203,,,,,0.307974177967676,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,1,1,1,apprentissage
CIH,Banques,2019,consolides,,,,,,2286602000.0,,637737530.0,,201.0,75134280000.0,,,4,CIH,1.0,nom normalisé,186338000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,25.042542749640447,2.6752103034726626e-09,,,,,0.2921860345901236,198939000.0,,645960000.0,8523000.0,64949880000.0,,,-0.012729069911449625,-0.9999764167546639,0.15680398485724684,,1,1,1,0,0,0,1,1,1,1,1,0,1,apprentissage
CIH,Banques,2020,consolides,,,,67.19,,,714.079,-67.42,,-35.957,,,,4,CIH,1.0,nom normalisé,215517000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,-3196633.046573717,186338000.0,,637737530.0,201.0,75134280000.0,,,-1.0000001057174728,-1.1788905472636815,,,1,0,1,0,0,1,1,1,1,1,1,1,0,validation
CIH,Banques,2023,consolides,36600000.0,,,,,,,1322946000.0,,-24777000000.0,,6940456000.0,,4,CIH,1.0,nom normalisé,659375000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.49841414539973666,,,,,,,,,,,,1,1,1,0,0,1,0,0,1,1,1,1,1,test_final
CIH,Banques,2007,sociaux,,,,,,,,396680000.0,,387564.0,,,,2,CIH,1.0,nom normalisé,10012000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,0.02523948774831098,9117000.0,,,1415669.0,,,,,-0.726232615109888,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
CIH,Banques,2013,sociaux,,,,,,1028693000.0,,249107000.0,,824972.0,,,,3,CIH,1.0,nom normalisé,266361000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,1.0692634088965787,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,1,apprentissage
CIH,Banques,2025,sociaux,8833740000.0,,,,,184574000.0,,1523279000.0,,,,,,3,CIH,1.0,nom normalisé,604583000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,0.3968957754948371,540660000.0,,,620007000.0,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,0,1,test_final
CMGP GROUP,Agriculture,2024,sociaux,2229269508.68,20347094.23,27435953.5,-82839.16,275648.84,0.0,,102718210.01,102809049.17,102403753.01,2274317058.08,45047549.4,291101710.79,12,CMGP GROUP,1.0,comparatif officiel du RFA 2025,314457.0,vérifié_par_impôt_du_pdf,0.0,314457.0,V26,agriculture,False,haute,21.544945650471153,0.045026155278653286,0.9801929334171069,0.012063381137879558,-0.004071301732994432,5.032844093237387,0.003061355917021786,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,test_final
CMGP GROUP,Industrie,2025,sociaux,,26787027.66,,8173897.64,,,,124211405.73,114253661.46,123837936.73,,,,5,CMGP GROUP,1.0,contrôle publication officielle 2025,373469.0,vérifié_par_impôt_du_pdf,0.0,373469.0,V26,industrie,False,haute,,,,,0.3051438832164927,4.623056290598536,0.0030067206614810766,314457.0,20347094.23,102718210.01,102403753.01,2274317058.08,2229269508.68,0.3165038386908773,0.2092442588116319,0.2093105290575326,,,0,0,0,0,0,1,1,1,1,1,1,1,1,test_final
CNIA SAADA,Sociétés d'assurances,2013,consolides,5788000.0,,,,,,,167119000.0,,,,,,2,CNIA SAADA (SAHAM ASSURANCES),1.0,alias vérifié,109460012.0,provisoire_un_seul_type_disponible,,,V26,societes d assurances,False,provisoire,,,,,,,0.6549824496316996,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,apprentissage
CTM,Divers,2010,sociaux,122597800.0,,64870699.48,12990898.9,46669106.64,278739395.91,,-1701511.41,,22385015.63,,,66220.0,8,CTM,1.0,nom normalisé,9097580.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,-5.346764027870963,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,1,apprentissage
CTM,Divers,2011,sociaux,,,87182301.51,7797778.99,55679701.69,529465731.28,,38799338.42,6227165.81,28240348.42,,,,7,CTM,1.0,nom normalisé,10558990.0,vérifié_par_rcai_moins_resultat_net,0.0,10558990.0,V26,divers,False,haute,,,,,,,0.27214355785399497,9097580.0,,-1701511.41,22385015.63,,122597800.0,,23.802867022795926,0.26157376375260555,,,1,0,0,0,0,1,1,1,0,1,0,0,1,apprentissage
CTM,Divers,2018,sociaux,3865000.0,657300000.0,13207000.0,74608000.0,,,,90917000.0,1714000.0,63518648.59,14545000.0,,,7,CTM,1.0,nom normalisé,27398596.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,16.492757918663585,4.367043560673771,0.26572705397043656,0.9080096253007907,0.11350677012018864,0.09663570453369846,0.30135833782460925,31591054.0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,apprentissage
CTM,Divers,2019,sociaux,,,21128000.0,70152000.0,,,,88616000.0,1671000.0,,,,,4,CTM,1.0,nom normalisé,27130266.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.30615538954590593,27398596.0,657300000.0,90917000.0,63518648.59,14545000.0,3865000.0,,-0.025308798134562292,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,apprentissage
CTM,Divers,2021,sociaux,,,-30016000000.0,14417000.0,,39352000000.0,,32445000.0,-2011000.0,,,,,5,CTM,1.0,nom normalisé,2051830.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.06324025273539836,,,,,,,,,,,,1,0,0,0,1,1,1,1,0,1,1,0,1,validation
CTM,Divers,2023,sociaux,51498000.0,,60000000.0,,,,,76426000.0,4754000.0,,,,,4,CTM,1.0,nom normalisé,20265533.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.26516542799570825,1954775.0,,,31314000000.0,50573000000.0,,,,,,,1,1,0,0,1,1,0,1,0,1,1,1,1,test_final
CTM,Divers,2024,sociaux,1047000000.0,450171000.0,330000000.0,41950000.0,,,,93154000.0,-426000.0,69888000.0,1409095000.0,,,6,CTM,1.0,nom normalisé,23266402.0,vérifié_par_rcai_moins_resultat_net,1.727813350770781e-05,23266000.0,V26,divers,False,haute,21.066213492004508,0.04959779149028277,0.7430301008803523,0.23419286847231735,0.09318681123395332,0.15524767255109725,0.24976277991283252,20265533.0,,76426000.0,,,51498000.0,,0.21887839217020386,,,19.330886636374228,0,0,0,0,0,0,0,1,0,1,1,1,1,test_final
CTM,Divers,2025,sociaux,,556100000.0,,68986000.0,,,,91725000.0,,70172000.0,1370741000.0,,,3,CTM,1.0,nom normalisé,21553492.0,vérifié_par_rcai_moins_resultat_net,2.282692753452666e-05,21553000.0,V26,divers,False,haute,21.038617307207733,0.05119274903136333,,,0.12405322783672001,0.12618593778097464,0.234979471245571,23266402.0,450171000.0,93154000.0,69888000.0,1409095000.0,1047000000.0,0.2353083606007495,-0.01534018936384911,0.004063644688644689,-0.027218888719355332,,0,0,1,0,0,0,1,1,1,1,1,1,1,test_final
Cartier Saada,Agroalimentaire,2025,sociaux,,296694031.26,,,,,,6491136.56,,5736516.56,,,,3,Cartier Saada,1.0,contrôle ciblé rapport 2025,754620.0,vérifié_par_impôt_du_pdf,,754620.0,V26,agroalimentaire,False,haute,,,,,,0.019334789229288385,0.11625390916132568,2825774.0,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,1,1,test_final
Colorado,Chimie,2013,sociaux,333273450.16,,23440508.88,80435139.99,,17976674.47,,-13819.29,-9463027.19,48031304.63,,,,7,COLORADO,1.0,nom normalisé,20871604.0,provisoire_un_seul_type_disponible,,,V26,chimie,False,provisoire,,,,,,,-1510.3239023133603,15437284.0,,,39625052.51,,,,,0.2121448827828949,,,1,0,0,0,0,1,0,1,0,1,1,0,1,apprentissage
Cosumar,Agroalimentaire,2008,consolides,2440300000.0,5698700000.0,545600000.0,809100000.0,,2978100000.0,-11600000.0,770600000.0,-41300000.0,507700000.0,5992900000.0,,67700000.0,11,Cosumar,1.0,nom normalisé,190157456.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,22.513841272316284,0.08471691501610239,0.4071985182465918,0.09104106526055833,0.14197974976749084,0.08909049432326671,0.24676545029846872,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,apprentissage
Cosumar,Agroalimentaire,2013,consolides,,,,993200000.0,,,,922800000.0,-71300000.0,639400000.0,8582300000.0,,,5,Cosumar,1.0,nom normalisé,196501690.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,22.872967779907793,0.07450217307714715,,,,,0.21294071304724752,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,1,1,1,1,apprentissage
Cosumar,Agroalimentaire,2019,consolides,4182000000.0,6676200000.0,138600000.0,1041500000.0,,4512100000.0,-20200000.0,1196700000.0,-10500000.0,871100000.0,10995500000.0,,584500000.0,11,Cosumar,1.0,nom normalisé,325611059.0,vérifié_par_rcai_moins_resultat_net,3.396383413377861e-05,325600000.0,V26,agroalimentaire,False,haute,23.120751935226124,0.07922331863034877,0.38033741075894684,0.012605156654995226,0.1560019172583206,0.1304784158653126,0.2720907988635414,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,apprentissage
Cosumar,Agroalimentaire,2020,consolides,4186900000.0,6979600000.0,86400000.0,927600000.0,,4547500000.0,-33100000.0,860200000.0,57300000.0,593800000.0,11540800000.0,,632200000.0,11,Cosumar,1.0,nom normalisé,266449348.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,23.169154419800332,0.051452239012893385,0.3627911409954249,0.0074864827394981286,0.1329015989454983,0.08507650868244598,0.3097527877237852,325611059.0,6676200000.0,1196700000.0,871100000.0,10995500000.0,4182000000.0,0.045445013630508374,-0.2811899389989137,-0.3183331420043623,0.049593015324450915,0.00117168818747011,0,0,0,0,0,0,0,1,0,0,1,0,0,validation
Cosumar,Agroalimentaire,2021,consolides,5419400000.0,7552800000.0,76900000.0,1016300000.0,1202000000.0,4403200000.0,4700000.0,1154800000.0,156500000.0,7500000.0,12155300000.0,,671800000.0,12,Cosumar,1.0,nom normalisé,308964703.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,23.221031125693344,0.0006170148001283391,0.4458466677087361,0.006326458417315903,0.13455936871094165,0.0009930092151255164,0.2675482360581919,266449348.0,6979600000.0,860200000.0,593800000.0,11540800000.0,4186900000.0,0.08212505014614017,0.34247849337363406,-0.9873694846749748,0.053245875502564814,0.2943705366739115,0,0,0,0,0,0,0,1,0,0,0,0,0,validation
Cosumar,Agroalimentaire,2015,sociaux,2774801364.74,5273601226.17,330000000.0,881034518.45,,4602198585.67,,727145043.51,103532351.35,490487401.51,,,,8,Cosumar,1.0,nom normalisé,236657642.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,0.16706506249996822,0.0930080566342368,0.3254613974367899,146280273.0,5273601226.17,,433544816.9,,2715992834.23,0.0,,0.1313418645323909,,0.021652682499316064,0,0,0,0,0,1,0,1,0,1,1,0,1,apprentissage
Cosumar,Agroalimentaire,2016,sociaux,3266926935.89,6387473512.69,,1108012581.92,,5235918261.34,,1165031212.63,128933166.67,802505014.63,,,,7,Cosumar,1.0,nom normalisé,362526198.0,vérifié_par_rcai_moins_resultat_net,3.288294479362875e-16,362526198.0000001,V26,agroalimentaire,False,haute,,,,,0.1734664855703449,0.12563731388250182,0.31117294890461783,236657642.0,5273601226.17,727145043.51,490487401.51,,2774801364.74,0.2112166314344096,0.6021992077485406,0.6361378746109112,,0.17735524329905053,0,0,0,0,0,1,0,1,1,1,1,0,1,apprentissage
Cosumar,Agroalimentaire,2017,sociaux,3618741594.94,6261217618.65,,1099682436.52,,3645384111.46,,1243314597.05,161447072.71,800762387.35,,,,7,Cosumar,1.0,nom normalisé,345574220.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,0.1756339586799262,0.1278924382000086,0.27794592038084365,362526198.0,6387473512.69,1165031212.63,802505014.63,,3266926935.89,-0.019766171051694738,0.06719423786361825,-0.002171484599137889,,0.10768978491224086,0,0,0,0,0,1,0,1,1,1,1,0,1,apprentissage
Cosumar,Agroalimentaire,2018,sociaux,3789589692.29,6261217618.65,3869802.37,1052365057.46,,5722643062.33,,1094973318.35,152217434.59,,,,,7,Cosumar,1.0,nom normalisé,294210931.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,,,,,0.1680767418665291,,0.2686923289083814,345574220.0,6261217618.65,1243314597.05,800762387.35,,3618741594.94,0.0,-0.11931113738386721,,,0.04721201911429451,0,0,0,0,1,1,0,1,0,1,1,0,1,apprentissage
Crédit du Maroc,Banques,2017,consolides,4658703000.0,,,18106000.0,,1247315000.0,363580000.0,3800.0,,,,,2071975000.0,6,Crédit du Maroc,1.0,nom normalisé,203302000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,,,,,,,53500.52631578947,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,0,1,0,0,apprentissage
Crédit du Maroc,Banques,2023,consolides,1050261000.0,,,960782000.0,,1620977000.0,17885000.0,878743135.0,,590574000.0,11342568000.0,,3259110000.0,8,Crédit du Maroc,1.0,nom normalisé,380083000.0,provisoire_un_seul_type_disponible,,,V26,banques,True,provisoire,23.151828564723566,0.052067045134752556,0.09259463994397037,,,,0.43253026380684045,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,1,0,0,test_final
Crédit du Maroc,Banques,2024,consolides,7878853000.0,,,1346910000.0,,1622972000.0,5003000.0,1293543000.0,,445000000.0,9797821000.0,,2525258000.0,8,Crédit du Maroc,1.0,nom normalisé,552594000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,23.00542585106348,0.045418261876798934,0.804143390657984,,,,0.4271941481651557,380083000.0,,878743135.0,590574000.0,11342568000.0,1050261000.0,,0.47203767344367364,-0.2464957820696475,-0.13619023487450108,6.5018047894761395,1,0,1,0,0,0,0,1,1,0,1,0,0,test_final
Crédit du Maroc,Banques,2025,consolides,2410234000.0,,,1525211000.0,,1606804000.0,1282000.0,1350173000.0,,886859000.0,11954746000.0,,3932314000.0,8,Crédit du Maroc,1.0,contrôle ciblé rapport 2025,680270000.0,vérifié_par_impôt_du_pdf,,463314000.0,V26,banques,True,haute,23.2043941913742,0.0741846794570123,0.20161315012464506,,,,0.5038391376512491,552594000.0,,1293543000.0,445000000.0,9797821000.0,7878853000.0,,0.04377898531397874,0.9929415730337079,0.22014333595194277,-0.6940882130939617,1,0,1,0,0,0,0,1,1,0,1,0,0,test_final
Crédit du Maroc,Banques,2019,sociaux,,,,,,2319241000.0,,-16345000.0,,-10297000.0,,,1574949000.0,4,Crédit du Maroc,1.0,nom normalisé,263875000.0,vérifié_par_impôt_du_pdf,,,V26,banques,True,haute,,,,,,,-16.144080758641785,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,0,1,0,1,apprentissage
DELATTRE LEVIVIER MAROC,Divers,2020,consolides,-12436000.0,105834000.0,,-71487000.0,,,-8300000.0,-64004000.0,-3123000.0,-66429000.0,1272189000.0,,6374000.0,8,DELATTRE LEVIVIER MAROC (DLM),1.0,alias vérifié,730343.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,20.964004876518405,-0.052216298050053886,-0.009775277101122554,,-0.6754634616474857,-0.6276716367140994,-0.011410896193987876,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,validation
DELATTRE LEVIVIER MAROC,Divers,2018,sociaux,134325465.08,,152324846.01,93174.43,-111164915.58,212162839.0,,103988191.87,-93174.43,,,,,7,DELATTRE LEVIVIER MAROC (DLM),1.0,alias vérifié,3558360.0,vérifié_par_impôt_du_pdf,,,V26,divers,False,haute,,,,,,,0.03421888520235504,,,,,,,,,,,,1,0,0,0,1,1,0,1,0,1,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2009,sociaux,985472801.11,60733097.38,0.0,27841097.88,32697755.06,32133001.58,,227495853.86,168050485.39,213263277.86,1012295434.53,26822633.42,113998226.44,12,DELTA HOLDING S.A,1.0,publication annuelle officielle,14232576.0,vérifié_par_impôt_du_pdf,0.0,14232576.0,V26,societes de portefeuille,False,haute,20.735486297549627,0.2106729622454697,0.9735031567810503,0.0,0.4584172235741815,3.5114836400593274,0.06256191380419032,2392020.0,,,,,667205610000.0,,,,,-0.9985229848395459,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2010,sociaux,1054377656.77,67413834.05,0.0,32465778.63,36935421.84,25725245.67,,211539092.75,166333730.2,200304855.66,1068092817.79,13715161.02,65171026.9,12,DELTA HOLDING S.A,1.0,publication annuelle officielle,11234237.09,vérifié_par_impôt_du_pdf,-3.725290298461914e-09,11234237.09,V26,societes de portefeuille,False,haute,20.789140482687447,0.18753506467205022,0.9871592049009579,0.0,0.4815892626121893,2.9712722690039612,0.053107144140382534,14232576.0,60733097.38,227495853.86,213263277.86,1012295434.53,985472801.11,0.11000157999845445,-0.07014088757775663,-0.06076255757686879,0.05511966305163298,0.06992060621296507,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2014,sociaux,1255723545.64,78052879.38,205000000.0,38063191.29,44873862.44,23722569.19,,170102452.08,134393346.03,162140419.08,1645686729.29,389963183.65,77391189.34,12,DELTA HOLDING S.A,1.0,comparatif officiel annuel,7962033.0,vérifié_par_impôt_du_pdf,0.0,7962033.0,V26,societes de portefeuille,False,haute,21.22142359927127,0.0985244738225193,0.763039236624189,0.12456805803401193,0.48765902798652144,2.0773150249924837,0.04680727939333536,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2015,sociaux,1234943197.49,83081851.9,180000000.0,32029172.15,38827444.8,23914932.5,,115926960.85,83613632.7,110619651.85,1542945867.46,308002669.97,2182948.41,12,DELTA HOLDING S.A,1.0,comparatif officiel annuel,5307309.0,vérifié_par_impôt_du_pdf,0.0,5307309.0,V26,societes de portefeuille,False,haute,21.156959327702975,0.07169379962247298,0.8003801193122643,0.11665995793897571,0.38551345952845806,1.3314538532812843,0.045781490009621006,7962033.0,78052879.38,170102452.08,162140419.08,1645686729.29,1255723545.64,0.06443032672140751,-0.3184874207722827,-0.31775400311861596,-0.062430388482457716,-0.016548505618256167,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2016,sociaux,1310959712.57,82116209.56,0.0,34708798.9,37432075.22,23803762.85,,190594606.08,155499780.33,181136515.08,1541757709.07,230797996.5,901758.52,12,DELTA HOLDING S.A,1.0,comparatif officiel annuel,9458091.0,vérifié_par_impôt_du_pdf,0.0,9458091.0,V26,societes de portefeuille,False,haute,21.15618897267954,0.11748701758674063,0.8503020318028965,0.0,0.4226790189900236,2.205855775011737,0.04962412732724487,5307309.0,83081851.9,115926960.85,110619651.85,1542945867.46,1234943197.49,-0.011622783049687937,0.6440921480432308,0.6374713900349346,-0.0007700583766791852,0.06155466521415894,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
DELTA HOLDING S.A,Sociétés de portefeuille,2017,sociaux,1329770504.23,67233445.47,0.0,16785730.08,19737443.18,22436479.2,,129335359.66,116050395.16,123930791.66,1540484884.09,210714379.86,992494.96,12,DELTA HOLDING S.A,1.0,comparatif officiel 2018/2017,5404568.0,vérifié_par_impôt_du_pdf,0.0,5404568.0,V26,societes de portefeuille,False,haute,21.155363064261852,0.0804492098169524,0.8632155485352433,0.0,0.2496633924181366,1.8432908025708532,0.04178724220667621,9458091.0,82116209.56,190594606.08,181136515.08,1541757709.07,1310959712.57,-0.1812402711930534,-0.32141122815557077,-0.3158155239695032,-0.0008255674497439658,0.014348870891786209,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
