societe,secteur,annee,type_comptes_resolu,capitaux_propres,chiffre_affaires,dettes_financieres,ebit,ebitda,immobilisations_corporelles,impot_differe,resultat_avant_impot,resultat_financier,resultat_net,total_actif,total_dettes,tresorerie_equivalents,nombre_variables_prevalidees,societe_is,score_correspondance_nom,methode_correspondance_nom,is_mad,statut_perimetre_is,ecart_identite_fiscale,is_implicite_mad,version_source,secteur_normalise,est_banque,qualite_perimetre,taille_log_actif,rentabilite_actif,ratio_capitaux_propres,ratio_dettes_financieres,marge_ebit,marge_nette,taux_effectif_observe,is_mad_retard_1,chiffre_affaires_retard_1,resultat_avant_impot_retard_1,resultat_net_retard_1,total_actif_retard_1,capitaux_propres_retard_1,croissance_chiffre_affaires,croissance_resultat_avant_impot,croissance_resultat_net,croissance_total_actif,croissance_capitaux_propres,chiffre_affaires_manquant,ebit_manquant,resultat_financier_manquant,resultat_avant_impot_manquant,resultat_net_manquant,total_actif_manquant,capitaux_propres_manquant,total_dettes_manquant,dettes_financieres_manquant,tresorerie_equivalents_manquant,ebitda_manquant,immobilisations_corporelles_manquant,impot_differe_manquant,split_temporel_t
Lydec,Divers,2024,sociaux,1818000.0,7599000000.0,,,,,,-8202658.77,,-129243937.77,15112000.0,,,4,Lydec,1.0,nom normalisé,121000000.0,provisoire_un_seul_type_disponible,,,V26,divers,False,provisoire,16.530999754336058,-8.55240456392271,0.12030174695606141,,,-0.017008019182787208,-14.7513145911347,127308324.82,7381000.0,,,4104000.0,,1028.5352933206882,,,2.682261208576998,,0,1,1,0,0,0,0,1,1,1,1,1,1,test_final
MINIERE TOUISSIT,Mines,2011,sociaux,728289764.72,,,,,390300800.83,,448015453.49,12544129.69,362194323.49,,,,5,MINIERE TOUISSIT,1.0,nom normalisé,85821130.0,vérifié_par_rcai_moins_resultat_net,0.0,85821130.0,V26,mines,False,haute,,,,,,,0.19155841462936407,62798856.0,,,264992236.07,,514595441.23,,,0.36681107666234886,,0.415266647095089,1,1,0,0,0,1,0,1,1,1,1,0,1,apprentissage
MINIERE TOUISSIT,Mines,2018,sociaux,606794593.2,,,,,,,247328975.76,,109.47,,,,3,MINIERE TOUISSIT,1.0,nom normalisé,43041223.0,provisoire_un_seul_type_disponible,,,V26,mines,False,provisoire,,,,,,,0.17402418324719787,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,1,apprentissage
MINIERE TOUISSIT,Mines,2023,sociaux,709066144.89,,204958076.75,,,1060337479.29,,235895966.05,,-2.0,,,,5,MINIERE TOUISSIT,1.0,nom normalisé,67029525.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,0.2841486699513656,59944735.0,,,,,647278459.2,,,,,0.09545765784692736,1,1,1,0,0,1,0,1,0,1,1,0,1,test_final
MINIERE TOUISSIT,Mines,2024,sociaux,695005807.17,,197823657.59,,,1141896047.03,,61791009.83,,-2.0,,,,5,MINIERE TOUISSIT,1.0,nom normalisé,79798251.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,1.291421700657453,67029525.0,,235895966.05,-2.0,,709066144.89,,-0.7380582175071917,0.0,,-0.019829373918537965,1,1,1,0,0,1,0,1,0,1,1,0,1,test_final
MINIERE TOUISSIT,Mines,2025,sociaux,898404885.1,,136977960.27,,,1195452679.92,,324150717.35,-25080222.08,-2.0,,,,6,MINIERE TOUISSIT,1.0,nom normalisé,121638308.0,vérifié_par_impôt_du_pdf,,,V26,mines,False,haute,,,,,,,0.37525231779345924,79798251.0,,61791009.83,-2.0,,695005807.17,,4.24592037323563,0.0,,0.2926580984383749,1,1,0,0,0,1,0,1,0,1,1,0,1,test_final
MUTANDIS SCA,Agroalimentaire,2017,consolides,783668000.0,1268986000.0,,17874636.67,14301414.22,,,73916.0,1400512.04,18759315.76,1801338.0,,35149.0,8,MUTANDIS SCA,1.0,nom normalisé,430665.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,14.40404083520708,10.4141009405231,435.0477256350557,,0.0140857634914806,0.014782917825728575,5.8264110612046105,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,1,apprentissage
MUTANDIS SCA,Agroalimentaire,2018,consolides,999947000.0,1368109000.0,104166666.67,22069903.62,18584758.36,,1310000.0,90385.0,,69232330.27,2014519.0,,28629.0,9,MUTANDIS SCA,1.0,nom normalisé,599552.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,14.515891511586098,34.36668021994332,496.3701012499758,51.70795940370878,0.016131685136198944,0.05060439648449063,6.633313049731703,430665.0,1268986000.0,73916.0,18759315.76,1801338.0,783668000.0,0.07811197286652492,0.22280697007413822,2.690557329261565,0.11834591842286123,0.2759829417559477,0,0,1,0,0,0,0,1,0,0,0,1,0,apprentissage
MUTANDIS SCA,Agroalimentaire,2024,consolides,1403402000.0,,,,,123430000.0,,89652000.0,,,3429150000.0,,40618000.0,5,MUTANDIS SCA,1.0,nom normalisé,53821000.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,21.955578254293982,,0.4092565212953647,,,,0.6003323963771026,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,0,1,0,1,test_final
MUTANDIS SCA,Agroalimentaire,2025,consolides,1343000000.0,2116550000.0,,,,,6279000.0,22666000.0,,,3702790000.0,,,5,MUTANDIS SCA,1.0,nom normalisé,53249000.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,22.03235242676479,,0.36269947796121305,,,,2.349289684990735,53821000.0,,89652000.0,,3429150000.0,1403402000.0,,-0.7471779770668808,,0.07979820072029511,-0.04303969924512007,0,1,1,0,1,0,0,1,1,1,1,1,0,test_final
Maghreb Oxygène,Chimie,2010,sociaux,,,,,,,,26298355.37,,18044721.37,,,,2,Maghreb Oxygène,1.0,nom normalisé,8253634.0,vérifié_par_rcai_moins_resultat_net,0.0,8253634.0,V26,chimie,False,haute,,,,,,,0.313846013709868,7913388.0,,,17361141.09,,,,,0.03937415613733724,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2011,sociaux,,,,,,,,13864832.39,,9117593.39,,,,2,Maghreb Oxygène,1.0,nom normalisé,4747239.0,vérifié_par_rcai_moins_resultat_net,0.0,4747239.0,V26,chimie,False,haute,,,,,,,0.3423942581104653,8253634.0,,26298355.37,18044721.37,,,,-0.47278709276944414,-0.4947224064563098,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2012,sociaux,,,,,,,,12436061.29,,8322608.29,,,,2,Maghreb Oxygène,1.0,nom normalisé,4113453.0,vérifié_par_rcai_moins_resultat_net,2.264089500027054e-16,4113452.999999999,V26,chimie,False,haute,,,,,,,0.3307681511112913,4747239.0,,13864832.39,9117593.39,,,,-0.10305000881442328,-0.08719242743067757,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2013,sociaux,,,,,,,,12949115.48,,8797595.48,,,,2,Maghreb Oxygène,1.0,nom normalisé,4151520.0,vérifié_par_rcai_moins_resultat_net,0.0,4151520.0,V26,chimie,False,haute,,,,,,,0.32060259300429067,4113453.0,,12436061.29,8322608.29,,,,0.041255360361769446,0.05707191465092975,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2014,sociaux,,,,,,,,12031358.73,,8157911.73,,,,2,Maghreb Oxygène,1.0,nom normalisé,3873447.0,vérifié_par_rcai_moins_resultat_net,0.0,3873447.0,V26,chimie,False,haute,,,,,,,0.32194593203688804,4151520.0,,12949115.48,8797595.48,,,,-0.07087408799600882,-0.07271120290245488,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2016,sociaux,,,,,,,,14751250.09,,9349819.09,,,,2,Maghreb Oxygène,1.0,nom normalisé,5401431.0,vérifié_par_rcai_moins_resultat_net,0.0,5401431.0,V26,chimie,False,haute,,,,,,,0.36616767847097087,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2017,sociaux,,,,,,,,18705271.93,,12610416.93,,,,2,Maghreb Oxygène,1.0,nom normalisé,6064855.0,vérifié_par_rcai_moins_resultat_net,0.004946532110000981,6094855.0,V26,chimie,False,haute,,,,,,,0.3242323887456043,5401431.0,,14751250.09,9349819.09,,,,0.26804655984244113,0.34873378924383014,,,1,1,1,0,0,1,1,1,1,1,1,1,1,apprentissage
Maghreb Oxygène,Chimie,2023,sociaux,,80488000.0,,,,,,10076000.0,-3468000.0,10445.0,,,,4,Maghreb Oxygène,1.0,nom normalisé,1832000.0,vérifié_par_impôt_du_pdf,,,V26,chimie,False,haute,,,,,,0.0001297708975250969,0.18181818181818182,4997470.0,,,12383.0,,,,,-0.1565048857304369,,,0,1,0,0,0,1,1,1,1,1,1,1,1,test_final
Maghreb Oxygène,Chimie,2025,sociaux,261022100.75,,475411128.07,9096319.05,,880113895.88,,9911380.13,,13776.0,,,,6,Maghreb Oxygène,1.0,contrôle ciblé rapport 2025,1418379.0,vérifié_par_impôt_du_pdf,,9897604.13,V26,chimie,False,haute,,,,,,,0.14310610443714258,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,1,1,0,1,test_final
Managem,Mines,2013,sociaux,-1000000000.0,,600000000.0,51667523.87,57700527.05,87384428.07,,162289257.35,115416573.3,160222961.35,,,,8,Managem,1.0,nom normalisé,2066296.0,vérifié_par_rcai_moins_resultat_net,0.0,2066296.0,V26,mines,False,haute,,,,,,,0.012732179774190088,1752861.0,,,156140770.8,,,,,0.026144296131526346,,,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Managem,Mines,2014,sociaux,2356823175.0,,950000000.0,37052624.21,41476998.85,122383164.05,,221891934.12,189278095.0,219414441.12,,,,8,Managem,1.0,nom normalisé,2477493.0,vérifié_par_rcai_moins_resultat_net,0.0,2477493.0,V26,mines,False,haute,,,,,,,0.011165313465879127,2066296.0,,162289257.35,160222961.35,,-1000000000.0,,0.3672619971478353,0.36943194203419344,,3.356823175,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Managem,Mines,2015,sociaux,2365274698.28,,950000000.0,48508358.43,52722186.24,141492089.81,,240103636.28,197779723.01,237418998.28,,,,8,Managem,1.0,nom normalisé,2684638.0,vérifié_par_rcai_moins_resultat_net,0.0,2684638.0,V26,mines,False,haute,,,,,,,0.011181163440895474,2477493.0,,221891934.12,219414441.12,,2356823175.0,,0.08207464697725803,0.08205730246421256,,0.003585981065380609,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Managem,Mines,2016,sociaux,2452052369.9,,950000000.0,56105979.0,,143567050.95,,272717827.62,216155843.13,269951651.62,,,,7,Managem,1.0,nom normalisé,2766176.0,vérifié_par_rcai_moins_resultat_net,0.0,2766176.0,V26,mines,False,haute,,,,,,,0.01014299660620038,2684638.0,,240103636.28,237418998.28,,2365274698.28,,0.1358338084558059,0.13702632719236998,,0.036688200183726476,1,0,0,0,0,1,0,1,0,1,1,0,1,apprentissage
Managem,Mines,2023,sociaux,,368200000.0,,130400000.0,143300000.0,,,318100000.0,-378600000.0,315300000.0,,,,6,Managem,1.0,nom normalisé,2844213.0,vérifié_par_rcai_moins_resultat_net,0.01554489765710233,2800000.0,V26,mines,False,haute,,,,,0.354155350353069,0.856328082563824,0.008941254322540082,6146040.0,380200000.0,,61.88,,2119212628.24,-0.03156233561283535,,5095344.830639948,,,0,0,0,0,0,1,1,1,1,1,0,1,1,test_final
Maroc Leasing,Sociétés de financement,2024,sociaux,,379187000.0,,183385000.0,,,,174971000.0,,105304000.0,,,,4,Maroc Leasing,1.0,comparatif officiel RFA 2025,69667000.0,vérifié_par_impôt_du_pdf,0.0,69667000.0,V26,societes de financement,False,haute,,,,,0.4836268121006258,0.2777099425876942,0.39816312417486327,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,1,1,1,1,test_final
Maroc Leasing,Sociétés de financement,2025,sociaux,,,,,,,,192281000.0,,107295000.0,,,,2,Maroc Leasing,1.0,contrôle publication annuelle 2025,84986000.0,vérifié_par_impôt_du_pdf,0.0,84986000.0,V26,societes de financement,False,haute,,,,,,,0.44198854801046383,69667000.0,379187000.0,174971000.0,105304000.0,,,,0.0989306799412474,0.0189071640203601,,,1,1,1,0,0,1,1,1,1,1,1,1,1,test_final
MarocTelecom,Télécommunications,2011,consolides,,30837000000.0,,12375000000.0,,24850000000.0,51116000000.0,12006000000.0,-327000000.0,,,,,6,Maroc Telecom(Itissalat almaghrib,1.0,alias vérifié,3070823000.0,provisoire_un_seul_type_disponible,,,V26,telecommunications,False,provisoire,,,,,0.40130362875766123,,0.25577402965184076,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,0,0,apprentissage
MarocTelecom,Télécommunications,2019,sociaux,13224863000.0,19900000000.0,,6676000000.0,,71812207000.0,,5647807000.0,1006000000.0,5699000000.0,,,,7,Maroc Telecom(Itissalat almaghrib,1.0,alias vérifié,2388514000.0,vérifié_par_impôt_du_pdf,,,V26,telecommunications,False,haute,,,,,0.3354773869346734,0.2863819095477387,0.4229099896650151,2374572000.0,,,,,,,,,,,0,0,0,0,0,1,0,1,1,1,1,0,1,apprentissage
MarocTelecom,Télécommunications,2020,sociaux,14603256000.0,20289226000.0,6874000.0,8249364000.0,,71977666000.0,,8544797000.0,,,,,,6,Maroc Telecom(Itissalat almaghrib,1.0,alias vérifié,2296379000.0,vérifié_par_impôt_du_pdf,,,V26,telecommunications,False,haute,,,,,0.4065884031258758,,0.26874588126552335,2388514000.0,19900000000.0,5647807000.0,5699000000.0,,13224863000.0,0.019559095477386934,0.5129406865354995,,,0.1042273935087267,0,0,1,0,1,1,0,1,0,1,1,0,1,validation
Microdata,"Matériels, logiciels et services informatiques",2025,sociaux,,979416352.36,,,,,,91471712.96,,69547790.96,,,,3,Microdata,1.0,contrôle ciblé rapport 2025,21923922.0,vérifié_par_impôt_du_pdf,,21923922.0,V26,materiels logiciels et services informatiques,False,haute,,,,,,0.07100942392111154,0.23967980144405074,24141088.0,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,1,1,test_final
ONA,Sociétés de portefeuilles holdings,2007,sociaux,1746245000.0,,4090000000.0,306785.22,10564937.14,60838548.27,,3502385593.39,943522561.58,3500864852.39,,,,8,O.N.A ,1.0,alias vérifié,1500000.0,provisoire_un_seul_type_disponible,,,V26,societes de portefeuilles holdings,False,provisoire,,,,,,,0.0004282795140634794,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Oulmès,Agroalimentaire,2021,consolides,198000000.0,1678824982.0,36712000.0,106749260.0,,139496322.1,105000.0,53971843.0,-41410664.0,40277698.0,,,,9,OULMES,1.0,nom normalisé,13694145.0,vérifié_par_rcai_moins_resultat_net,0.0,13694145.0,V26,agroalimentaire,False,haute,,,,,0.06358569901242987,0.023991600334667882,0.25372757791502504,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,1,0,0,validation
Oulmès,Agroalimentaire,2008,sociaux,441260177.37,,107198785.27,2705770.04,,712534760.93,,44162702.04,27375082.48,43184956.87,,,,7,OULMES,1.0,nom normalisé,14183536.12,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.32116549633112074,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,1,1,0,1,apprentissage
Oulmès,Agroalimentaire,2009,sociaux,462665134.25,,205602058.52,,,1446952491.07,,65341948.87,27375082.48,,,,,5,OULMES,1.0,nom normalisé,22156992.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.3390929163144809,14183536.12,,44162702.04,43184956.87,,441260177.37,,0.4795731658542331,,,0.04850869844538855,1,1,0,0,1,1,0,1,0,1,1,0,1,apprentissage
Oulmès,Agroalimentaire,2010,sociaux,540377221.14,,,42810987.03,,,,157317887.89,27640999.61,,,,,4,OULMES,1.0,nom normalisé,49905801.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.3172290301462425,22156992.0,,65341948.87,,,462665134.25,,1.407609362906962,,,0.16796616199743386,1,0,0,0,1,1,0,1,1,1,1,1,1,apprentissage
Oulmès,Agroalimentaire,2011,sociaux,446067853.06,,,51852242.28,,,,33146078.93,21698557.14,,,,,4,OULMES,1.0,nom normalisé,8655447.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.2611303442038838,49905801.0,,157317887.89,,,540377221.14,,-0.7893050855527857,,,-0.17452506210576643,1,0,0,0,1,1,0,1,1,1,1,1,1,apprentissage
Oulmès,Agroalimentaire,2012,sociaux,487302417.03,,50738211.34,115409684.06,204853233.89,788513487.04,,96511869.96,21104912.93,-2.0,,,,8,OULMES,1.0,nom normalisé,31517306.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.3265640383204943,8655447.0,,33146078.93,,,446067853.06,,1.911713031391131,,,0.09244011575174767,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Oulmès,Agroalimentaire,2013,sociaux,517177341.16,,303985735.97,144236577.7,260284388.23,1562529410.48,,120284662.13,21306140.26,-2.0,,,,8,OULMES,1.0,nom normalisé,40909738.0,provisoire_un_seul_type_disponible,,,V26,agroalimentaire,False,provisoire,,,,,,,0.34010768518255474,31517306.0,,96511869.96,-2.0,,487302417.03,,0.24631987940812666,0.0,,0.06130674317620069,1,0,0,0,0,1,0,1,0,1,0,0,1,apprentissage
Oulmès,Agroalimentaire,2025,sociaux,18179512.0,3195794324.0,1241194196.0,292030771.0,,711442081.1,,214040905.0,-81098800.0,-2.0,3919500000.0,,,8,OULMES,1.0,nom normalisé,72913473.0,vérifié_par_impôt_du_pdf,,,V26,agroalimentaire,False,haute,22.089229931848184,-5.102691669855849e-10,0.004638222222222222,0.3166715642301314,0.09137971389675702,-6.258225020866518e-10,0.34065204966312396,84226671.0,,,-2.0,,20912614.0,,,0.0,,-0.13069155295459478,0,0,0,0,0,0,0,1,0,1,1,0,1,test_final
PROMOPHARM,Divers,2007,sociaux,337820687.1,334204076.48,0.0,72355458.84,93326436.6,125610940.72,,77977207.25,1518350.6,52735407.25,422517734.92,84697047.82,117183060.19,12,PROMOPHARM,1.0,RFA officiel/comparatif,25241800.0,vérifié_par_impôt_du_pdf,0.0,25241800.0,V26,divers,False,haute,19.861741982389304,0.12481229281413472,0.7995420290794737,0.0,0.21650082668674456,0.15779402754578872,0.323707412591389,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2008,sociaux,370300820.37,352876915.31,0.0,83571131.24,105580972.37,127540946.93,,89462733.27,1551284.5,67480133.27,440683538.25,70382717.88,109550765.85,12,PROMOPHARM,1.0,RFA officiel/comparatif,21982600.0,vérifié_par_impôt_du_pdf,0.0,21982600.0,V26,divers,False,haute,19.903837577741818,0.15312605852710223,0.8402873904491711,0.0,0.2368279918979209,0.19122852853868083,0.24571795647754416,25241800.0,334204076.48,77977207.25,52735407.25,422517734.92,337820687.1,0.05587256453204105,0.14729337488551816,0.27959822041575294,0.04299417948323404,0.09614607544855704,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2009,sociaux,391008944.96,357017375.02,0.0,83091038.58,104703667.31,131385041.27,,88216124.59,1804541.92,65708124.59,463812144.16,72803199.20000005,48847660.92,12,PROMOPHARM,1.0,RFA officiel/comparatif,22508000.0,vérifié_par_impôt_du_pdf,0.0,22508000.0,V26,divers,False,haute,19.9549901686438,0.1416696941150658,0.8430330035194479,0.0,0.23273668004350004,0.18404741390056734,0.25514609834211033,21982600.0,352876915.31,89462733.27,67480133.27,440683538.25,370300820.37,0.011733438857462843,-0.013934390717056528,-0.026259709252645824,0.052483480553519465,0.05592243778803588,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2010,sociaux,411361688.39,375967174.6,0.0,88355658.81,111811500.94,127217595.45,,88929951.43,767240.31,65352743.43,495118334.03,83756645.63999999,47464999.8,12,PROMOPHARM,1.0,RFA officiel/comparatif,23577208.0,vérifié_par_impôt_du_pdf,-7.450580596923828e-09,23577208.00000001,V26,divers,False,haute,20.02030735262918,0.13199418995063952,0.830835095605801,0.0,0.23500897094009227,0.173825663103515,0.26512111634918045,22508000.0,357017375.02,88216124.59,65708124.59,463812144.16,391008944.96,0.0530780878071788,0.00809179550017233,-0.00540848125277477,0.06749756396891654,0.05205186145314932,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2011,sociaux,435195294.76,414644365.15,0.0,95710447.93,118779531.23,129915906.28,,98895961.37,3266460.79,68833606.37,518211225.45,83015930.69,67069979.68,12,PROMOPHARM,1.0,RFA officiel/comparatif,30062355.0,vérifié_par_impôt_du_pdf,0.0,30062355.0,V26,divers,False,haute,20.06589349017641,0.1328292460477421,0.8398029092906829,0.0,0.2308253915264861,0.16600637113469285,0.30397960223600584,23577208.0,375967174.6,88929951.43,65352743.43,495118334.03,411361688.39,0.10287384953526725,0.11206584260697146,0.053262690398428236,0.04664115592738439,0.057938322995708974,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2012,sociaux,456151439.79,449584011.4,0.0,93089274.55,117342041.02,124993366.68,,95006243.03,3101792.21,65956145.03,545687447.32,89536007.53000003,71460331.64,12,PROMOPHARM,1.0,RFA officiel/comparatif,29050098.0,vérifié_par_impôt_du_pdf,0.0,29050098.0,V26,divers,False,haute,20.11755693082908,0.1208679901909531,0.8359207125439068,0.0,0.20705646150565044,0.14670482792440337,0.3057704112226276,30062355.0,414644365.15,98895961.37,68833606.37,518211225.45,435195294.76,0.08426412894182315,-0.03933141744228947,-0.041803146627721915,0.053021278815680785,0.04815342739759366,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2013,sociaux,377153698.91,449183045.58,0.0,77527427.09,106039410.54,117537917.41,,75857903.12,2264272.33,51002259.12,467588402.74,90434703.82999998,106276798.61,12,PROMOPHARM,1.0,RFA officiel/comparatif,24855644.0,vérifié_par_impôt_du_pdf,-7.450580596923828e-09,24855644.00000001,V26,divers,False,haute,19.96309898772516,0.10907511568108658,0.8065933558230577,0.0,0.17259651238593396,0.11354448842596941,0.32766057296206474,29050098.0,449584011.4,95006243.03,65956145.03,545687447.32,456151439.79,-0.0008918596076212528,-0.20154822777229017,-0.2267246805160954,-0.1431204711846734,-0.17318314487041508,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2014,sociaux,380373525.27,474836506.93,0.0,110183843.64,141103331.53,118837378.29,,113909753.36,3948725.31,78219826.36,540857056.83,160483531.5600001,38592631.29,12,PROMOPHARM,1.0,RFA officiel/comparatif,35689927.0,vérifié_par_impôt_du_pdf,0.0,35689927.0,V26,divers,False,haute,20.10866558347008,0.1446219946143473,0.7032792129946405,0.0,0.23204585585127138,0.1647300180555222,0.31331756892849794,24855644.0,449183045.58,75857903.12,51002259.12,467588402.74,377153698.91,0.05711137497826844,0.5016201170207089,0.5336541500242471,0.15669476330177648,0.008537172959738888,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2015,sociaux,397480337.51,532838890.03,0.0,136241808.5,163505810.29,111343349.96,,140760600.24,6258622.59,97106812.24,527685781.73,130205444.22,124528533.97,12,PROMOPHARM,1.0,RFA officiel/comparatif,43653788.0,vérifié_par_impôt_du_pdf,-1.490116119384766e-08,43653788.00000001,V26,divers,False,haute,20.0840115560573,0.1840239316694086,0.7532519375581319,0.0,0.2556904367328167,0.18224422814658417,0.3101278903725141,35689927.0,474836506.93,113909753.36,78219826.36,540857056.83,380373525.27,0.12215232454431021,0.23572034955725596,0.24146034015818793,-0.02435259914550762,0.04497371952439935,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2016,sociaux,315697985.57,529788922.38,0.0,129734250.88,158116105.12,98262628.59,,129164707.5,810271.95,87217648.06,491618828.68,175920843.11,45187361.03,12,PROMOPHARM,1.0,RFA officiel/comparatif,41947059.44,vérifié_par_impôt_du_pdf,0.0,41947059.44,V26,divers,False,haute,20.013214237770462,0.17740908804119646,0.642160078403936,0.0,0.24487913091347335,0.164627164471819,0.3247563537431461,43653788.0,532838890.03,140760600.24,97106812.24,527685781.73,397480337.51,-0.005723995952750852,-0.08238024504178548,-0.10183800654025045,-0.06834929857642881,-0.20575194348561324,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2017,sociaux,233498730.53,511203838.56,0.0,102035277.87,126958329.53,88040580.37,,97185218.96,-2950424.13,65800744.96,447356124.44,213857393.91,26507217.76,12,PROMOPHARM,1.0,RFA officiel/comparatif,31384474.0,vérifié_par_impôt_du_pdf,7.450580596923828e-09,31384473.99999999,V26,divers,False,haute,19.91886553658795,0.1470880610886222,0.5219526855082034,0.0,0.1995980275841065,0.12871723566347393,0.32293464310573183,41947059.44,529788922.38,129164707.5,87217648.06,491618828.68,315697985.57,-0.03508016690214887,-0.24758689241796183,-0.24555698962744996,-0.09003459928263056,-0.26037307425825773,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2018,sociaux,272244361.07,444532858.69,0.0,54724313.09,83681695.5,83306922.89,,55037400.54,-3203663.74,38745630.54,481714609.49,209470248.42,26636907.67,12,PROMOPHARM,1.0,RFA officiel/comparatif,16291770.0,vérifié_par_impôt_du_pdf,0.0,16291770.0,V26,divers,False,haute,19.992862402238664,0.08043274955065345,0.5651569533218642,0.0,0.12310521487943059,0.0871603297317099,0.2960127084519461,31384474.0,511203838.56,97185218.96,65800744.96,447356124.44,233498730.53,-0.13041956034173016,-0.433685480889305,-0.41116729660806567,0.07680343058454812,0.1659350800411394,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2019,sociaux,324358564.9,522450180.24,0.0,91239923.93,102097738.68,79544054.17,,81584456.41,-1619645.55,52114203.41,490247686.82,165889121.92,119302279.65,12,PROMOPHARM,1.0,RFA officiel/comparatif,29470253.0,vérifié_par_impôt_du_pdf,0.0,29470253.0,V26,divers,False,haute,20.010421306701204,0.10630178338635246,0.6616218161149466,0.0,0.1746385155577643,0.09974961322830837,0.3612238690651834,16291770.0,444532858.69,55037400.54,38745630.54,481714609.49,272244361.07,0.1752791048554108,0.482345743249741,0.34503433506388864,0.017713968316290234,0.1914243645861972,0,0,0,0,0,0,0,0,0,0,0,0,1,apprentissage
PROMOPHARM,Divers,2020,sociaux,384619455.28,573195995.7,0.0,101480571.14,128882808.74,85276133.62,,90451697.38,-907914.76,60260890.38,545090096.48,160470641.2,104109342.95,12,PROMOPHARM,1.0,RFA officiel/comparatif,30190807.0,vérifié_par_impôt_du_pdf,7.450580596923828e-09,30190806.99999999,V26,divers,False,haute,20.11646165544132,0.11055216517259003,0.7056071239667296,0.0,0.17704340557381182,0.10513138757434623,0.3337782250029458,29470253.0,522450180.24,81584456.41,52114203.41,490247686.82,324358564.9,0.09713043918692636,0.10868787217797925,0.15632373589033444,0.1118667382517116,0.18578479775485035,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
